Trialid,expTime,gambleDelay,gambleRT,outcomeRT,response,standardGamble,trialNumber,uniqueid
1,,5084.0219055815,0,409,success,1,1,12
1,,4817.446282265,1338,0,gamble,1,2,12
24,,5043.0338351818,0,390,success,4,3,12
2,,4010.3952564564,0,0,earlyFail,2,4,12
3,,0,0,481,success,3,5,12
21,,5248.8282973413,0,0,fail,1,6,12
3,,5226.1764864057,1799,0,gamble,3,7,12
35,,3037.5778099709,1499,0,gamble,5,8,12
5,,0,0,483,success,5,9,12
33,,1025.3024661796,0,0,earlyFail,3,10,12
3,,1109.5471293479,859,0,gamble,3,11,12
35,,5287.1358765671,1327,0,gamble,5,12,12
2,,0,0,476,success,2,13,12
23,,5257.4274037097,1037,0,gamble,3,14,12
4,,4963.1390238279,1376,0,gamble,4,15,12
3,,733.6197109167,0,357,success,3,16,12
6,,4979.5203055344,1227,0,gamble,6,17,12
23,,4798.0271997053,0,666,success,3,18,12
36,,971.4720255932,1487,0,gamble,6,19,12
1,,5045.0522959808,0,758,success,1,20,12
32,,979.8237538014,1773,0,gamble,2,21,12
26,,4930.3468800523,1560,0,gamble,6,22,12
5,,2937.3157603047,1478,0,gamble,5,23,12
6,,930.3634186033,1313,0,gamble,6,24,12
5,,5321.3752720043,0,0,fail,5,25,12
5,,1040.5432054185,1625,0,gamble,5,26,12
21,,4951.5783675136,0,405,success,1,27,12
5,,0,0,658,success,5,28,12
21,,875.3081811171,0,537,success,1,29,12
6,,4964.0670405984,0,380,success,6,30,12
4,,2933.8936108374,1457,0,gamble,4,31,12
6,,0,0,514,success,6,32,12
32,,5070.2400864401,1261,0,gamble,2,33,12
1,,2925.4986752831,0,374,success,1,34,12
6,,4836.4928681833,950,0,gamble,6,35,12
1,,1025.1573271449,0,397,success,1,36,12
24,,3084.2585324783,1564,0,gamble,4,37,12
2,,4829.1302793985,1102,0,gamble,2,38,12
33,,2992.7337804759,1247,0,gamble,3,39,12
26,,5177.5529213036,0,419,success,6,40,12
6,,3009.0628209298,1156,0,gamble,6,41,12
31,,4968.6556995491,0,410,success,1,42,12
21,,3005.1254068971,0,393,success,1,43,12
34,,5193.0956050294,962,0,gamble,4,44,12
4,,5091.2057120933,842,0,gamble,4,45,12
23,,3015.3971624704,0,399,success,3,46,12
4,,0,0,449,success,4,47,12
23,,4872.5973031459,0,451,success,3,48,12
32,,4791.4761425946,1180,0,gamble,2,49,12
33,,5113.8840969172,1053,0,gamble,3,50,12
21,,4687.9141477734,0,435,success,1,51,12
22,,1007.4946747432,0,421,success,2,52,12
34,,5157.3620668512,1157,0,gamble,4,53,12
4,,0,0,482,success,4,54,12
34,,2973.8653474194,898,0,gamble,4,55,12
5,,4833.0559142995,0,462,success,5,56,12
1,,5023.9007283812,1504,0,gamble,1,57,12
32,,2954.9483297585,1374,0,gamble,2,58,12
4,,2999.2516286592,1550,0,gamble,4,59,12
5,,948.7967583049,1708,0,gamble,5,60,12
25,,4948.2199438566,0,484,success,5,61,12
6,,5146.7012674769,1018,0,gamble,6,62,12
2,,1090.1467810043,0,429,success,2,63,12
5,,5039.6980813052,1383,0,gamble,5,64,12
22,,5432.1855490725,0,423,success,2,65,12
25,,4687.7416475302,0,446,success,5,66,12
1,,0,0,416,success,1,67,12
2,,2932.404802841,0,564,success,2,68,12
36,,5082.8833259191,1164,0,gamble,6,69,12
2,,4983.2550466353,0,448,success,2,70,12
26,,4794.1160120356,0,415,success,6,71,12
3,,2954.1950918644,0,412,success,3,72,12
2,,2942.2043080245,0,479,success,2,73,12
86,,1918.2125947826,0,471,success,6,74,12
31,,4628.7283751111,0,437,success,1,75,12
2,,5135.1801454295,0,403,success,2,76,12
6,,0,0,482,success,6,77,12
31,,5164.2425224351,1112,0,gamble,1,78,12
1,,0,0,410,success,1,79,12
22,,2961.2618059316,0,445,success,2,80,12
22,,4881.5915388641,0,413,success,2,81,12
31,,3199.5636201584,0,510,success,1,82,12
34,,4809.0820438712,1135,0,gamble,4,83,12
33,,5357.4848732044,1550,0,gamble,3,84,12
34,,912.6459221566,0,385,success,4,85,12
4,,4722.9991398472,0,796,success,4,86,12
24,,4764.8243153094,0,436,success,4,87,12
35,,4757.173284833,1089,0,gamble,5,88,12
5,,3156.0300273808,1627,0,gamble,5,89,12
25,,2971.8347197796,0,414,success,5,90,12
2,,979.1496874164,0,459,success,2,91,12
3,,4915.2694161734,0,374,success,3,92,12
22,,4948.757596665,0,455,success,2,93,12
25,,967.2646662848,0,408,success,5,94,12
24,,1003.6237252034,0,699,success,4,95,12
32,,5232.1309165985,1674,0,gamble,2,96,12
35,,1014.7115454988,1258,0,gamble,5,97,12
75,,2046.9791762808,0,396,success,5,98,12
4,,5286.5145730438,0,530,success,4,99,12
26,,3116.5687258666,0,531,success,6,100,12
23,,997.4158697574,0,617,success,3,101,12
4,,922.2388600846,0,664,success,4,102,12
35,,4956.5737461224,1046,0,gamble,5,103,12
31,,872.4467348437,0,408,success,1,104,12
5,,4951.9480076725,1218,0,gamble,5,105,12
25,,5279.763239487,0,453,success,5,106,12
3,,4699.5226083472,0,452,success,3,107,12
36,,4680.4529137035,1267,0,gamble,6,108,12
2,,5067.5213792556,0,729,success,2,109,12
33,,4738.8088041008,0,507,success,3,110,12
3,,4973.2169919007,0,397,success,3,111,12
1,,1039.2717983592,0,537,success,1,112,12
1,,2976.222343467,0,468,success,1,113,12
6,,986.7025286421,1256,0,gamble,6,114,12
2,,0,0,675,success,2,115,12
36,,5381.4851447546,1059,0,gamble,6,116,12
3,,0,0,0,fail,3,117,12
26,,999.7489213639,0,493,success,6,118,12
3,,3005.1579330115,0,604,success,3,119,12
6,,3119.5729673683,1091,0,gamble,6,120,12
24,,5198.2312172352,0,517,success,4,121,12
4,,1085.6363329632,0,776,success,4,122,12
36,1443200,2906.5775431067,1312,0,gamble,6,123,12
35,,3052.2126176429,0,408,success,5,1,13
3,,0,0,510,success,3,2,13
21,,4741.8193412302,0,0,earlyFail,1,3,13
34,,5060.3481214091,0,0,fail,4,4,13
35,,5359.6941212182,0,463,success,5,5,13
1,,5175.294144275,1020,0,gamble,1,6,13
3,,5196.3777135293,1177,0,gamble,3,7,13
4,,0,0,464,success,4,8,13
4,,1058.7609862626,0,389,success,4,9,13
2,,1058.200391465,631,0,gamble,2,10,13
25,,4931.193346203,0,351,success,5,11,13
2,,4875.2958831329,445,0,gamble,2,12,13
31,,4996.888442568,570,0,gamble,1,13,13
26,,4776.6646971296,0,372,success,6,14,13
5,,2857.102620093,0,367,success,5,15,13
5,,0,0,348,success,5,16,13
1,,0,0,353,success,1,17,13
6,,1051.4528580735,0,416,success,6,18,13
1,,1031.2291776926,722,0,gamble,1,19,13
21,,5184.5480340562,818,0,gamble,1,20,13
5,,956.172625688,0,379,success,5,21,13
26,,1075.8892758502,0,356,success,6,22,13
35,,5078.3840297091,1275,0,gamble,5,23,13
5,,0,0,422,success,5,24,13
6,,2969.0442552612,0,394,success,6,25,13
4,,3012.4065937768,743,0,gamble,4,26,13
1,,967.4223681575,716,0,gamble,1,27,13
2,,0,0,340,success,2,28,13
22,,5404.6382377052,841,0,gamble,2,29,13
3,,0,0,370,success,3,30,13
34,,5327.7344169717,808,0,gamble,4,31,13
3,,973.865302904,0,330,success,3,32,13
5,,5278.6254953367,512,0,gamble,5,33,13
22,,5044.7555060664,674,0,gamble,2,34,13
23,,5042.3622777859,1012,0,gamble,3,35,13
6,,0,0,327,success,6,36,13
1,,4827.7837339688,916,0,gamble,1,37,13
2,,0,0,312,success,2,38,13
6,,4997.8290578673,0,341,success,6,39,13
25,,5422.66906237,0,386,success,5,40,13
32,,1048.5807316241,0,0,earlyFail,2,41,13
24,,4582.1337674933,0,372,success,4,42,13
4,,0,0,334,success,4,43,13
1,,0,0,316,success,1,44,13
23,,5282.882783545,876,0,gamble,3,45,13
2,,5269.2963761712,0,360,success,2,46,13
21,,5023.2683876209,970,0,gamble,1,47,13
31,,4646.9008332409,709,0,gamble,1,48,13
3,,4887.6555690794,797,0,gamble,3,49,13
6,,5102.1141529006,0,356,success,6,50,13
26,,4890.5761634416,0,303,success,6,51,13
23,,2928.5300689871,0,353,success,3,52,13
4,,942.1528030263,0,269,success,4,53,13
36,,817.5477698372,1259,0,gamble,6,54,13
21,,1043.1767153884,0,323,success,1,55,13
26,,5238.5033131071,0,363,success,6,56,13
3,,2812.8547976807,0,367,success,3,57,13
24,,5281.1517485078,0,326,success,4,58,13
4,,4922.5811358567,0,371,success,4,59,13
36,,4767.2325985192,1430,0,gamble,6,60,13
32,,4810.5934875842,1100,0,gamble,2,61,13
2,,4017.02153918,0,311,success,2,62,13
31,,5332.5463811942,931,0,gamble,1,63,13
23,,4796.9073334854,1209,0,gamble,3,64,13
1,,3098.9624914978,0,232,success,1,65,13
34,,2833.1205909821,1526,0,gamble,4,66,13
31,,3134.9818813768,0,293,success,1,67,13
5,,4700.1814349796,0,303,success,5,68,13
2,,5105.2734334684,0,377,success,2,69,13
32,,5007.8316125728,912,0,gamble,2,70,13
5,,1059.6585120499,0,283,success,5,71,13
5,,4936.1717582745,0,379,success,5,72,13
1,,5024.3712935691,0,343,success,1,73,13
34,,1058.3726496316,1477,0,gamble,4,74,13
6,,4723.3379600805,0,307,success,6,75,13
6,,0,0,289,success,6,76,13
6,,3048.0842127495,0,290,success,6,77,13
2,,4646.8005823919,0,416,success,2,78,13
86,,2153.6488906833,0,301,success,6,79,13
24,,3017.9068717793,0,261,success,4,80,13
3,,2946.7184999706,0,328,success,3,81,13
5,,4958.9071973574,0,275,success,5,82,13
75,,2157.0017886328,0,291,success,5,83,13
36,,4906.3366511832,0,326,success,6,84,13
24,,5103.6048450807,0,268,success,4,85,13
33,,4969.1185345915,1729,0,gamble,3,86,13
26,,2877.3599683959,0,214,success,6,87,13
3,,5091.9024997165,0,274,success,3,88,13
4,,5151.9357463651,0,298,success,4,89,13
33,,4727.2454985929,680,0,gamble,3,90,13
34,,4636.2959397778,1018,0,gamble,4,91,13
5,,2999.5757832175,0,329,success,5,92,13
32,,5301.2972979952,1362,0,gamble,2,93,13
21,,3008.9692695738,1130,0,gamble,1,94,13
33,,1030.6427126428,984,0,gamble,3,95,13
22,,4784.3718871658,0,321,success,2,96,13
33,,2909.417268092,1235,0,gamble,3,97,13
4,,4817.5031680438,0,304,success,4,98,13
1,,2962.0141916722,0,619,success,1,99,13
23,,969.5758203296,1281,0,gamble,3,100,13
2,,1114.0816160451,0,0,fail,2,101,13
31,,1200.4478046427,0,0,earlyFail,1,102,13
22,,1079.3565795485,0,259,success,2,103,13
6,,1091.6689483409,0,254,success,6,104,13
3,,4777.5891321408,0,329,success,3,105,13
22,,3071.4108578569,0,535,success,2,106,13
33,,5275.2347402273,0,618,success,3,107,13
35,,991.9312100377,1784,0,gamble,5,108,13
25,,980.0529121743,1145,0,gamble,5,109,13
25,,4957.7949411205,0,303,success,5,110,13
36,,5164.4114449188,2135,0,gamble,6,111,13
4,,3016.1706474212,0,401,success,4,112,13
25,,3048.7199129013,0,361,success,5,113,13
4,,4978.5742527987,0,318,success,4,114,13
35,,4668.0534739336,1450,0,gamble,5,115,13
24,,902.8048014854,0,0,earlyFail,4,116,13
6,,5374.0933284421,0,348,success,6,117,13
2,,3050.7678042776,0,318,success,2,118,13
2,,2977.1615361322,0,348,success,2,119,13
32,,3084.3490322557,0,353,success,2,120,13
3,,868.9086590288,0,364,success,3,121,13
36,,2952.4200602699,1891,0,gamble,6,122,13
1,1888800,5203.8810276613,0,0,earlyFail,1,123,13
32,,4768.2630478474,0,372,success,2,1,14
75,,2110.1191473308,1843,0,gamble,5,2,14
2,,4673.5689275301,0,308,success,2,3,14
31,,4994.0001753099,2051,0,gamble,1,4,14
25,,1061.1894504345,0,294,success,5,5,14
6,,5114.8641643078,0,339,success,6,6,14
35,,4786.1150567204,1495,0,gamble,5,7,14
6,,931.4882550628,0,333,success,6,8,14
2,,5041.5760242539,0,370,success,2,9,14
22,,5303.0895699558,0,366,success,2,10,14
1,,0,0,382,success,1,11,14
3,,5006.1438800822,0,333,success,3,12,14
34,,3045.6903694327,1821,0,gamble,4,13,14
6,,5009.5985682784,0,315,success,6,14,14
4,,2869.8583130343,0,319,success,4,15,14
26,,5354.356587615,0,416,success,6,16,14
4,,5094.3518005759,0,317,success,4,17,14
1,,1056.5126048263,0,318,success,1,18,14
26,,4671.8293125541,0,304,success,6,19,14
32,,1116.1930216297,1947,0,gamble,2,20,14
36,,5314.661226849,1249,0,gamble,6,21,14
5,,0,0,370,success,5,22,14
5,,4872.8390842806,0,406,success,5,23,14
25,,4877.9579528782,0,319,success,5,24,14
23,,3028.6787721363,0,375,success,3,25,14
3,,1009.6367484625,0,367,success,3,26,14
32,,2974.3119753175,1614,0,gamble,2,27,14
5,,0,0,357,success,5,28,14
2,,0,0,338,success,2,29,14
3,,4897.3408243762,0,361,success,3,30,14
21,,5145.9653321048,0,372,success,1,31,14
3,,5284.4516563795,0,283,success,3,32,14
23,,5093.4074216501,0,349,success,3,33,14
22,,3070.8212032819,0,317,success,2,34,14
5,,5148.3918504504,0,314,success,5,35,14
34,,4732.1658118455,1310,0,gamble,4,36,14
21,,5298.8316858873,0,341,success,1,37,14
24,,952.8063507754,0,319,success,4,38,14
21,,4783.4295981787,0,326,success,1,39,14
24,,4800.86984666,0,326,success,4,40,14
33,,4894.1414384944,1175,0,gamble,3,41,14
6,,0,0,367,success,6,42,14
21,,1041.2819160193,0,280,success,1,43,14
6,,2946.5000804312,0,322,success,6,44,14
2,,2849.414441909,0,343,success,2,45,14
31,,5225.2381113865,0,309,success,1,46,14
35,,5205.8306746553,1029,0,gamble,5,47,14
3,,0,0,386,success,3,48,14
25,,5142.2360538804,0,327,success,5,49,14
31,,5031.6251801678,0,371,success,1,50,14
26,,4877.4502716794,0,359,success,6,51,14
1,,4997.4055903162,0,387,success,1,52,14
24,,5282.2210534489,0,337,success,4,53,14
36,,4671.0647188065,1298,0,gamble,6,54,14
1,,4737.6218489091,0,371,success,1,55,14
21,,3023.8970776811,0,358,success,1,56,14
2,,3977.92071957,0,342,success,2,57,14
6,,0,0,348,success,6,58,14
6,,987.1643371531,0,380,success,6,59,14
24,,2995.563269525,0,378,success,4,60,14
1,,924.9400698761,0,338,success,1,61,14
5,,4933.0519022969,0,356,success,5,62,14
31,,2988.5150026159,0,339,success,1,63,14
36,,2831.1197624285,1145,0,gamble,6,64,14
86,,1977.7340723311,0,325,success,6,65,14
5,,4825.9199098073,0,384,success,5,66,14
1,,0,0,378,success,1,67,14
1,,5099.671633773,0,362,success,1,68,14
2,,0,0,416,success,2,69,14
4,,4603.4148721914,0,86,success,4,70,14
4,,0,0,326,success,4,71,14
4,,0,0,373,success,4,72,14
35,,1047.0987991945,1306,0,gamble,5,73,14
4,,4948.3476093911,0,395,success,4,74,14
4,,5258.7957531247,0,337,success,4,75,14
2,,1131.5651946432,0,381,success,2,76,14
22,,4978.6248970321,0,433,success,2,77,14
33,,4721.1097402581,1152,0,gamble,3,78,14
3,,972.7262261424,0,81,success,3,79,14
6,,3045.8187026345,0,361,success,6,80,14
2,,994.5225118594,0,391,success,2,81,14
1,,5239.2320036983,0,349,success,1,82,14
34,,921.2720784055,1179,0,gamble,4,83,14
22,,977.3080309964,0,413,success,2,84,14
25,,3079.7120376934,0,387,success,5,85,14
23,,4990.6506297875,0,385,success,3,86,14
6,,5175.6659977892,0,435,success,6,87,14
4,,1064.4630455897,0,402,success,4,88,14
1,,3087.1590551746,0,362,success,1,89,14
26,,2972.2566164776,0,365,success,6,90,14
1,,3036.6151836273,0,340,success,1,91,14
31,,898.548187315,0,395,success,1,92,14
5,,983.2398487531,0,369,success,5,93,14
23,,1044.7864942987,0,380,success,3,94,14
5,,909.3763585518,0,476,success,5,95,14
3,,2965.5092065278,0,418,success,3,96,14
22,,4763.108228945,0,414,success,2,97,14
24,,4935.4084694901,0,405,success,4,98,14
34,,5194.9207433376,1095,0,gamble,4,99,14
35,,3084.610187762,831,0,gamble,5,100,14
32,,4859.4785294615,1008,0,gamble,2,101,14
4,,992.2265375297,0,353,success,4,102,14
4,,3060.9111530284,0,414,success,4,103,14
5,,3104.4325418474,0,435,success,5,104,14
36,,5089.3467232892,982,0,gamble,6,105,14
33,,5365.3453051608,1009,0,gamble,3,106,14
36,,1082.9212273632,856,0,gamble,6,107,14
26,,967.8791242104,0,370,success,6,108,14
3,,4910.8279398348,0,398,success,3,109,14
34,,4973.4865208873,938,0,gamble,4,110,14
25,,5109.4064319719,0,401,success,5,111,14
32,,5185.4557783878,899,0,gamble,2,112,14
23,,4803.8904243194,0,385,success,3,113,14
3,,0,0,394,success,3,114,14
35,,5053.5270784221,862,0,gamble,5,115,14
33,,2953.9573739521,978,0,gamble,3,116,14
2,,4994.7740773543,0,355,success,2,117,14
2,,5204.9283602661,0,377,success,2,118,14
2,,2932.5011648261,0,464,success,2,119,14
5,,3001.7953945915,1367,0,gamble,5,120,14
33,,916.1261138815,1397,0,gamble,3,121,14
6,,4692.863060396,0,314,success,6,122,14
3,1421775,2949.9951434318,0,531,success,3,123,14
5,,2930.9260457221,842,0,gamble,5,1,15
5,,967.8264390595,1030,0,gamble,5,2,15
35,,5044.3570947051,646,0,gamble,5,3,15
24,,5001.4205630707,626,0,gamble,4,4,15
31,,4796.810865342,0,0,fail,1,5,15
3,,3129.9109110699,1505,0,gamble,3,6,15
34,,5219.6336585069,599,0,gamble,4,7,15
26,,4979.1618199293,663,0,gamble,6,8,15
4,,0,0,85,success,4,9,15
4,,1012.6192779992,855,0,gamble,4,10,15
34,,4913.5613551422,0,0,fail,4,11,15
25,,4625.4406513896,1201,0,gamble,5,12,15
4,,0,0,154,success,4,13,15
6,,4939.3366969332,664,0,gamble,6,14,15
1,,0,0,0,earlyFail,1,15,15
6,,4996.2235293423,687,0,gamble,6,16,15
3,,915.444715993,0,0,earlyFail,3,17,15
34,,4725.1487373237,1862,0,gamble,4,18,15
5,,0,0,0,fail,5,19,15
4,,3102.3030869927,0,0,fail,4,20,15
1,,957.0768419268,0,0,earlyFail,1,21,15
33,,965.8796396991,0,0,earlyFail,3,22,15
32,,5267.639288687,791,0,gamble,2,23,15
2,,2980.3771401863,1454,0,gamble,2,24,15
3,,4828.7918019753,0,0,fail,3,25,15
31,,929.4385316913,0,0,earlyFail,1,26,15
6,,931.3529711586,1153,0,gamble,6,27,15
25,,5315.6440257607,585,0,gamble,5,28,15
6,,3024.5568756429,1188,0,gamble,6,29,15
25,,1204.444075595,0,0,earlyFail,5,30,15
21,,5301.952267438,0,0,earlyFail,1,31,15
24,,4754.3834120425,738,0,gamble,4,32,15
22,,1089.7126934728,890,0,gamble,2,33,15
5,,5135.6242700173,971,0,gamble,5,34,15
32,,3100.3352657918,714,0,gamble,2,35,15
31,,3011.1798742061,935,0,gamble,1,36,15
21,,4779.4517239349,577,0,gamble,1,37,15
3,,956.7641143659,1385,0,gamble,3,38,15
6,,1124.0884673928,1191,0,gamble,6,39,15
1,,3130.5962321191,1001,0,gamble,1,40,15
23,,1011.4615933486,986,0,gamble,3,41,15
32,,4930.6741822258,609,0,gamble,2,42,15
24,,973.8277807387,606,0,gamble,4,43,15
75,,2088.5498621051,787,0,gamble,5,44,15
3,,2896.6692213198,722,0,gamble,3,45,15
35,,4715.4638330717,647,0,gamble,5,46,15
1,,0,0,0,fail,1,47,15
25,,2978.7701725814,392,0,gamble,5,48,15
21,,5056.6975921275,683,0,gamble,1,49,15
4,,3095.8556809065,693,0,gamble,4,50,15
23,,5228.297249924,614,0,gamble,3,51,15
31,,5001.5331824968,531,0,gamble,1,52,15
23,,3137.1753427637,569,0,gamble,3,53,15
26,,5372.1565195866,535,0,gamble,6,54,15
5,,3138.9434328018,0,0,earlyFail,5,55,15
31,,5470.9581197374,468,0,gamble,1,56,15
36,,2926.2205794571,871,0,gamble,6,57,15
5,,4804.1594072123,417,0,gamble,5,58,15
33,,5262.1032818305,854,0,gamble,3,59,15
5,,4925.2679370483,543,0,gamble,5,60,15
1,,4878.3462871337,0,0,earlyFail,1,61,15
1,,5161.5554713992,553,0,gamble,1,62,15
25,,5002.4173649847,393,0,gamble,5,63,15
3,,4709.7665598623,806,0,gamble,3,64,15
34,,2780.0967826439,1719,0,gamble,4,65,15
2,,1159.2334880482,731,0,gamble,2,66,15
2,,4995.8282603478,656,0,gamble,2,67,15
2,,0,0,0,fail,2,68,15
22,,5125.2569819151,671,0,gamble,2,69,15
22,,2953.9236196659,788,0,gamble,2,70,15
4,,5091.2752208287,601,0,gamble,4,71,15
26,,1050.1279291142,1177,0,gamble,6,72,15
3,,5174.1438306219,573,0,gamble,3,73,15
26,,3055.7622459773,795,0,gamble,6,74,15
6,,5192.223039895,251,0,gamble,6,75,15
21,,2932.9096514516,826,0,gamble,1,76,15
36,,4961.4046881596,0,0,earlyFail,6,77,15
2,,951.3770703506,740,0,gamble,2,78,15
2,,4805.5969047473,567,0,gamble,2,79,15
6,,4697.5363734749,522,0,gamble,6,80,15
36,,4727.4281407643,781,0,gamble,6,81,15
5,,992.6502196969,1819,0,gamble,5,82,15
23,,4731.0592817367,622,0,gamble,3,83,15
4,,4664.2617976584,316,0,gamble,4,84,15
36,,1127.8188687877,1365,0,gamble,6,85,15
33,,4876.3253348371,519,0,gamble,3,86,15
2,,5041.9394882652,0,0,fail,2,87,15
4,,5035.6826760051,393,0,gamble,4,88,15
3,,0,0,0,fail,3,89,15
3,,5130.7541450336,570,0,gamble,3,90,15
26,,4611.0332721192,798,0,gamble,6,91,15
32,,1007.4785678508,0,0,fail,2,92,15
4,,930.3040073486,0,0,earlyFail,4,93,15
34,,1001.2766533746,0,0,fail,4,94,15
6,,2861.0136834532,0,0,fail,6,95,15
24,,5221.1350795947,0,0,fail,4,96,15
2,,5096.1001327481,1409,0,gamble,2,97,15
33,,2885.3993878261,1606,0,gamble,3,98,15
3,,0,0,0,fail,3,99,15
35,,5274.0051627817,1673,0,gamble,5,100,15
5,,5407.0646235718,1805,0,gamble,5,101,15
86,,2015.2699730422,0,0,fail,6,102,15
5,,0,0,220,success,5,103,15
4,,4961.7658106805,867,0,gamble,4,104,15
2,,4084.5222244791,1271,0,gamble,2,105,15
22,,4685.8295037128,965,0,gamble,2,106,15
24,,3016.2295443024,925,0,gamble,4,107,15
2,,0,0,211,success,2,108,15
35,,3069.0208873542,1214,0,gamble,5,109,15
21,,1040.1830010151,0,0,earlyFail,1,110,15
33,,4893.1581801606,743,0,gamble,3,111,15
35,,941.5335787919,1310,0,gamble,5,112,15
1,,5168.2801893758,532,0,gamble,1,113,15
32,,4844.6558174753,373,0,gamble,2,114,15
1,,1233.0886989713,0,0,earlyFail,1,115,15
1,,4849.8947482971,0,0,earlyFail,1,116,15
22,,5000.6951785611,524,0,gamble,2,117,15
36,,5273.7934469836,668,0,gamble,6,118,15
23,,5058.5691248881,561,0,gamble,3,119,15
6,,0,0,315,success,6,120,15
6,,0,0,355,success,6,121,15
2,,2923.0510366844,513,0,gamble,2,122,15
1,1527929,2867.376502248,688,0,gamble,1,123,15
2,,5270.8919701091,367,0,gamble,2,1,16
33,,5211.3660698634,0,0,fail,3,2,16
2,,974.6491463878,464,0,gamble,2,3,16
31,,4979.5853863705,365,0,gamble,1,4,16
4,,4974.8208465504,0,0,earlyFail,4,5,16
5,,2959.7895838218,0,0,fail,5,6,16
23,,4723.172571116,0,380,success,3,7,16
31,,2998.3425900415,398,0,gamble,1,8,16
23,,763.2919797936,1376,0,gamble,3,9,16
25,,5209.399673316,1617,0,gamble,5,10,16
33,,1123.1251237031,1074,0,gamble,3,11,16
33,,4876.2740756839,1472,0,gamble,3,12,16
4,,2904.4135567227,1847,0,gamble,4,13,16
25,,992.1942051867,0,441,success,5,14,16
3,,1019.7987995234,0,732,success,3,15,16
3,,2984.9604821662,838,0,gamble,3,16,16
6,,0,0,450,success,6,17,16
34,,5035.3342146496,0,373,success,4,18,16
32,,2952.9339160013,0,704,success,2,19,16
23,,2865.423045997,1149,0,gamble,3,20,16
2,,3140.4835082974,786,0,gamble,2,21,16
5,,3000.2105699194,1068,0,gamble,5,22,16
4,,0,0,452,success,4,23,16
1,,1117.6393748338,0,0,earlyFail,1,24,16
86,,1997.6447037214,0,422,success,6,25,16
34,,5223.5169547634,602,0,gamble,4,26,16
6,,4981.7601344485,1947,0,gamble,6,27,16
5,,4906.1612362927,778,0,gamble,5,28,16
2,,4976.410113734,500,0,gamble,2,29,16
25,,2972.8501339324,538,0,gamble,5,30,16
22,,953.178111472,1947,0,gamble,2,31,16
2,,0,0,352,success,2,32,16
6,,984.5341127578,1386,0,gamble,6,33,16
22,,4713.6721643838,1059,0,gamble,2,34,16
1,,5121.3901930319,812,0,gamble,1,35,16
21,,4906.5324680386,1219,0,gamble,1,36,16
23,,5086.2106564114,1144,0,gamble,3,37,16
24,,1090.6328468692,2223,0,gamble,4,38,16
5,,4877.0306189812,0,362,success,5,1,17
36,,4781.2789375352,0,337,success,6,2,17
2,,0,0,381,success,2,3,17
32,,3001.1544259902,0,314,success,2,4,17
1,,4720.5786314291,0,333,success,1,5,17
4,,0,0,432,success,4,6,17
21,,1006.0854297313,0,392,success,1,7,17
3,,5014.2648144957,0,369,success,3,8,17
36,,5105.4371060743,0,232,success,6,9,17
23,,978.4511984302,0,383,success,3,10,17
22,,4685.3979793952,0,405,success,2,11,17
6,,3005.4283444537,0,337,success,6,12,17
36,,5143.9576016135,0,0,earlyFail,6,13,17
33,,3010.1472773004,2113,0,gamble,3,14,17
5,,0,0,370,success,5,15,17
33,,4957.4295844179,1751,0,gamble,3,16,17
3,,5156.7306409338,0,417,success,3,17,17
4,,974.3632820148,0,393,success,4,18,17
1,,922.6694843574,0,383,success,1,19,17
34,,4669.3306459975,1955,0,gamble,4,20,17
5,,4698.5775778165,0,399,success,5,21,17
23,,4609.4162399932,0,509,success,3,22,17
34,,891.112477823,0,0,earlyFail,4,23,17
2,,4901.5709285928,0,529,success,2,24,17
31,,5372.0641148742,0,526,success,1,25,17
6,,4907.8870647277,1250,0,gamble,6,26,17
23,,2906.8527139846,0,452,success,3,27,17
32,,1085.6844059192,0,0,earlyFail,2,28,17
6,,4838.593837557,1127,0,gamble,6,29,17
2,,4643.121513947,0,465,success,2,30,17
24,,2927.6931564125,0,462,success,4,31,17
22,,4916.6261759267,0,378,success,2,32,17
26,,901.5859425221,0,346,success,6,33,17
25,,2905.5353617704,0,337,success,5,34,17
25,,5157.5831212333,0,429,success,5,35,17
36,,2974.6312321525,1866,0,gamble,6,36,17
6,,853.3059920856,1673,0,gamble,6,37,17
21,,4712.5924037212,0,306,success,1,38,17
35,,3191.9628315794,908,0,gamble,5,39,17
3,,972.8739430074,0,345,success,3,40,17
5,,4823.6187872522,947,0,gamble,5,41,17
1,,5465.2017851574,0,445,success,1,42,17
1,,0,0,368,success,1,43,17
3,,0,0,373,success,3,44,17
2,,0,0,361,success,2,45,17
5,,3123.4051400188,676,0,gamble,5,46,17
5,,5074.4469790738,1042,0,gamble,5,47,17
32,,4767.6132485009,0,361,success,2,48,17
4,,2976.9159904711,0,360,success,4,49,17
5,,2930.1637482343,751,0,gamble,5,50,17
2,,4901.7576356189,0,388,success,2,51,17
33,,5310.6431594794,971,0,gamble,3,52,17
6,,0,0,478,success,6,53,17
22,,5367.6774372911,0,395,success,2,54,17
3,,2940.359255988,0,374,success,3,55,17
23,,4910.5635173868,0,359,success,3,56,17
31,,5053.9729086863,0,416,success,1,57,17
34,,5266.9578624573,823,0,gamble,4,58,17
6,,879.5149036009,908,0,gamble,6,59,17
24,,5306.652794764,0,346,success,4,60,17
26,,3087.7610265777,1866,0,gamble,6,61,17
21,,5142.0122899088,0,448,success,1,62,17
1,,874.9589030644,0,373,success,1,63,17
