,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
2024,,25,,,,,,6.213646797,0,,1238,,,,587,,success,5,,,,131,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2025,,36,,,,,,4.028084307,0,,2405,,,,90,,success,6,,,,132,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2026,,3,,,,,,1.974566256,0,,1700,,,,342,,success,3,,,,133,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2027,,3,,,,,,3.79754758,0,,1275,,,,452,,success,3,,,,134,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2028,,1,,,,,,1.927363281,0,,929,,,,446,,success,1,,,,135,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2029,,5,,,,,,0,0,,929,,,,451,,success,5,,,,136,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2030,,2,,,,,,4.088439283,4010,,0,,,,0,,gamble,2,,,,137,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2031,,36,,,,,,6.265287894,0,,857,,,,439,,success,6,,,,138,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2032,,33,,,,,,7.29442396,0,,2028,,,,420,,success,3,,,,139,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2033,,2,,,,,,1.961142957,0,,1469,,,,703,,success,2,,,,140,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2034,,36,,,,,,4.117343301,0,,2374,,,,547,,success,6,,,,141,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2035,,75,,,,,,7.18379743,0,,2636,,,,0,,fail,5,,,,142,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2036,,24,,,,,,3.791428811,0,,1644,,,,494,,success,4,,,,143,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2037,,21,,,,,,3.967069108,0,,1170,,,,454,,success,1,,,,144,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2038,,3,,,,,,0,0,,1170,,,,411,,success,3,,,,145,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2039,,5,,,,,,2.08608071,0,,1563,,,,643,,success,5,,,,146,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2040,,22,,,,,,4.002701124,0,,1848,,,,490,,success,2,,,,147,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2041,,75,,,,,,2.010253614,0,,976,,,,489,,success,5,,,,148,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2042,,4,,,,,,2.049303302,0,,1729,,,,513,,success,4,,,,149,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2043,,3,,,,,,6.282414608,0,,1490,,,,569,,success,3,,,,150,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2044,,32,,,,,,1.965435573,0,,1414,,,,378,,success,2,,,,151,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2045,,21,,,,,,6.281680731,0,,2616,,,,624,,success,1,,,,152,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2046,,33,,,,,2455370,6.358659263,0,,1836,,,,0,,fail,3,,,,153,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2047,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2048,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2049,4,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2050,,,,,,4,,,,,,,,,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2051,,,,,7,,,,,,,,,,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2052,,,,,,,,,,,,,,3,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2053,,,,4,,,,,,,,,,,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2054,,,,,,,,,,1,,,,,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2055,,,,,,,,,,,,,5,,,,,,,,,,A1EOORUJZZ8DDJ:33OOO72IVHLCD970722A9TXFMT8CTU,
2056,,,Begin,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2057,,,NextPage,,,,,,,,,0,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,10479
2058,,,NextPage,,,,,,,,,1,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,30430
2059,,,NextPage,,,,,,,,,2,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,57814
2060,,,FinishInstructions,,,,,,,,,3,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,73111
2061,,24,,,,,,6.372187054,0,,3076,,,,123,,success,4,,,,1,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2062,,31,,,,,,6.302820656,2284,,0,,,,0,,gamble,1,,,,2,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2063,,5,,,,,,0,0,,0,,,,118,,success,5,,,,3,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2064,,24,,,,,,6.291177283,0,,2507,,,,211,,success,4,,,,4,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2065,,22,,,,,,3.95448662,0,,3299,,,,155,,success,2,,,,5,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2066,,5,,,,,,4.11593687,0,,2428,,,,132,,success,5,,,,6,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2067,,75,,,,,,7.233167998,0,,5469,,,,55,,success,5,,,,7,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2068,,21,,,,,,3.888794884,0,,3029,,,,152,,success,1,,,,8,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2069,,1,,,,,,4.091287734,0,,3050,,,,80,,success,1,,,,9,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2070,,26,,,,,,1.985760509,0,,3428,,,,158,,success,6,,,,10,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2071,,2,,,,,,6.218833028,0,,2729,,,,111,,success,2,,,,11,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2072,,3,,,,,,7.255924652,0,,2562,,,,109,,success,3,,,,12,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2073,,34,,,,,,6.207856813,3395,,0,,,,0,,gamble,4,,,,13,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2074,,3,,,,,,0,0,,0,,,,129,,success,3,,,,14,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2075,,3,,,,,,0,0,,0,,,,211,,success,3,,,,15,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2076,,34,,,,,,7.264636552,3193,,0,,,,0,,gamble,4,,,,16,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2077,,1,,,,,,7.330708124,0,,2835,,,,0,,earlyFail,1,,,,17,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2078,,23,,,,,,6.254151038,0,,2589,,,,305,,success,3,,,,18,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2079,,33,,,,,,6.220388846,2401,,0,,,,0,,gamble,3,,,,19,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2080,,2,,,,,,2.107483069,0,,2765,,,,527,,success,2,,,,20,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2081,,1,,,,,,2.084803119,0,,2256,,,,368,,success,1,,,,21,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2082,,4,,,,,,2.026805446,0,,2826,,,,550,,success,4,,,,22,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2083,,1,,,,,,0,0,,2826,,,,405,,success,1,,,,23,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2084,,26,,,,,,4.047439227,0,,3133,,,,260,,success,6,,,,24,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2085,,6,,,,,,6.31103613,0,,3714,,,,318,,success,6,,,,25,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2086,,5,,,,,,1.981340889,0,,11851,,,,443,,success,5,,,,26,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2087,,1,,,,,,2.138002926,0,,3534,,,,395,,success,1,,,,27,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2088,,34,,,,,,2.081199247,2529,,0,,,,0,,gamble,4,,,,28,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2089,,21,,,,,,6.265992545,0,,2194,,,,407,,success,1,,,,29,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2090,,32,,,,,,2.134293538,2119,,0,,,,0,,gamble,2,,,,30,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2091,,34,,,,,,4.131544449,2465,,0,,,,0,,gamble,4,,,,31,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2092,,4,,,,,,6.191783211,0,,2245,,,,391,,success,4,,,,32,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2093,,75,,,,,,1.869137822,0,,3022,,,,457,,success,5,,,,33,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2094,,1,,,,,,0,0,,3022,,,,435,,success,1,,,,34,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2095,,31,,,,,,1.97707272,2299,,0,,,,0,,gamble,1,,,,35,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2096,,26,,,,,,1.901346381,0,,2261,,,,351,,success,6,,,,36,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2097,,33,,,,,,3.91434383,2763,,0,,,,0,,gamble,3,,,,37,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2098,,35,,,,,,6.227227097,2634,,0,,,,0,,gamble,5,,,,38,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2099,,6,,,,,,0,0,,0,,,,394,,success,6,,,,39,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2100,,3,,,,,,2.007613388,0,,2789,,,,223,,success,3,,,,40,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2101,,31,,,,,,1.99940036,1892,,0,,,,0,,gamble,1,,,,41,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2102,,5,,,,,,2.022152677,0,,2786,,,,399,,success,5,,,,42,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2103,,23,,,,,,4.101670931,0,,2104,,,,474,,success,3,,,,43,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2104,,24,,,,,,1.997427174,0,,3149,,,,346,,success,4,,,,44,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2105,,25,,,,,,1.964374851,0,,2067,,,,470,,success,5,,,,45,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2106,,32,,,,,,7.225317474,2599,,0,,,,0,,gamble,2,,,,46,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2107,,36,,,,,,6.311492853,2502,,0,,,,0,,gamble,6,,,,47,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2108,,36,,,,,,3.923992165,3001,,0,,,,0,,gamble,6,,,,48,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2109,,24,,,,,,4.072603413,0,,2887,,,,381,,success,4,,,,49,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2110,,6,,,,,,1.906349451,0,,2888,,,,460,,success,6,,,,50,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2111,,21,,,,,,3.982917055,0,,2439,,,,455,,success,1,,,,51,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2112,,31,,,,,,7.226647065,2500,,0,,,,0,,gamble,1,,,,52,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2113,,21,,,,,,1.883318902,0,,2334,,,,473,,success,1,,,,53,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2114,,24,,,,,,2.007060396,0,,1644,,,,453,,success,4,,,,54,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2115,,24,,,,,,4.100122223,0,,1709,,,,495,,success,4,,,,55,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2116,,35,,,,,,3.971101537,2831,,0,,,,0,,gamble,5,,,,56,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2117,,4,,,,,,4.049163736,0,,2026,,,,452,,success,4,,,,57,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2118,,3,,,,,,0,0,,2026,,,,483,,success,3,,,,58,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2119,,32,,,,,,1.964716593,1876,,0,,,,0,,gamble,2,,,,59,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2120,,2,,,,,,4.02386148,0,,4166,,,,467,,success,2,,,,60,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2121,,31,,,,,,6.221307176,1803,,0,,,,0,,gamble,1,,,,61,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2122,,32,,,,,,4.00638024,1648,,0,,,,0,,gamble,2,,,,62,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2123,,2,,,,,,6.126534995,0,,2162,,,,415,,success,2,,,,63,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2124,,31,,,,,,4.01209163,1651,,0,,,,0,,gamble,1,,,,64,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2125,,35,,,,,,7.29654342,2035,,0,,,,0,,gamble,5,,,,65,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2126,,36,,,,,,2.031410124,1885,,0,,,,0,,gamble,6,,,,66,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2127,,22,,,,,,6.313457562,0,,4033,,,,443,,success,2,,,,67,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2128,,34,,,,,,3.968917109,1909,,0,,,,0,,gamble,4,,,,68,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2129,,86,,,,,,6.080821048,0,,3540,,,,464,,success,6,,,,69,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2130,,1,,,,,,0,0,,3540,,,,412,,success,1,,,,70,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2131,,75,,,,,,5.974204879,0,,2719,,,,416,,success,5,,,,71,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2132,,6,,,,,,7.267681074,0,,1897,,,,426,,success,6,,,,72,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2133,,86,,,,,,1.99094759,0,,1824,,,,463,,success,6,,,,73,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2134,,2,,,,,,0,0,,1824,,,,629,,success,2,,,,74,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2135,,25,,,,,,4.038924714,0,,1998,,,,422,,success,5,,,,75,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2136,,33,,,,,,6.350538236,2081,,0,,,,0,,gamble,3,,,,76,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2137,,2,,,,,,7.092047117,0,,2392,,,,408,,success,2,,,,77,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2138,,22,,,,,,3.944787239,0,,2128,,,,440,,success,2,,,,78,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2139,,33,,,,,,3.928028629,2434,,0,,,,0,,gamble,3,,,,79,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2140,,21,,,,,,7.185377912,0,,1806,,,,509,,success,1,,,,80,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2141,,1,,,,,,6.336733403,0,,2442,,,,527,,success,1,,,,81,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2142,,86,,,,,,7.23973594,0,,1675,,,,491,,success,6,,,,82,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2143,,32,,,,,,3.96053163,1932,,0,,,,0,,gamble,2,,,,83,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2144,,5,,,,,,6.274092158,0,,3435,,,,472,,success,5,,,,84,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2145,,26,,,,,,6.136036332,0,,2084,,,,482,,success,6,,,,85,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2146,,3,,,,,,4.048833369,0,,4823,,,,449,,success,3,,,,86,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2147,,5,,,,,,0,0,,4823,,,,442,,success,5,,,,87,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2148,,86,,,,,,3.949345016,0,,1886,,,,504,,success,6,,,,88,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2149,,4,,,,,,6.157944423,0,,2373,,,,455,,success,4,,,,89,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2150,,4,,,,,,0,0,,2373,,,,467,,success,4,,,,90,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2151,,36,,,,,,4.074209187,2046,,0,,,,0,,gamble,6,,,,91,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2152,,75,,,,,,3.860475613,0,,2362,,,,423,,success,5,,,,92,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2153,,2,,,,,,4.015966064,0,,1685,,,,511,,success,2,,,,93,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2154,,5,,,,,,6.341912864,0,,1840,,,,454,,success,5,,,,94,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2155,,22,,,,,,2.028944844,0,,1738,,,,447,,success,2,,,,95,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2156,,35,,,,,,2.109926218,2563,,0,,,,0,,gamble,5,,,,96,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2157,,6,,,,,,0,0,,0,,,,485,,success,6,,,,97,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2158,,6,,,,,,3.962161765,0,,1687,,,,361,,success,6,,,,98,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2159,,22,,,,,,2.040030555,0,,1734,,,,406,,success,2,,,,99,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2160,,23,,,,,,3.935133942,0,,2009,,,,302,,success,3,,,,100,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2161,,21,,,,,,6.060283505,0,,1546,,,,426,,success,1,,,,101,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2162,,25,,,,,,6.230283622,0,,2070,,,,404,,success,5,,,,102,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2163,,6,,,,,,4.075671142,0,,1865,,,,349,,success,6,,,,103,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2164,,23,,,,,,2.022054837,0,,1548,,,,413,,success,3,,,,104,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2165,,2,,,,,,3.92053096,0,,1514,,,,350,,success,2,,,,105,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2166,,25,,,,,,6.269661269,0,,1652,,,,406,,success,5,,,,106,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2167,,26,,,,,,7.106319838,0,,1680,,,,408,,success,6,,,,107,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2168,,33,,,,,,7.31382006,2315,,0,,,,0,,gamble,3,,,,108,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2169,,31,,,,,,3.815754923,1706,,0,,,,0,,gamble,1,,,,109,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2170,,32,,,,,,6.234488462,2009,,0,,,,0,,gamble,2,,,,110,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2171,,23,,,,,,2.073507238,0,,2331,,,,404,,success,3,,,,111,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2172,,36,,,,,,6.158016375,2036,,0,,,,0,,gamble,6,,,,112,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2173,,5,,,,,,7.239765173,0,,3467,,,,353,,success,5,,,,113,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2174,,6,,,,,,6.308067156,0,,2321,,,,387,,success,6,,,,114,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2175,,4,,,,,,4.094379568,0,,2058,,,,407,,success,4,,,,115,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2176,,25,,,,,,1.965218384,0,,2039,,,,426,,success,5,,,,116,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2177,,1,,,,,,6.37204258,0,,1742,,,,390,,success,1,,,,117,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2178,,3,,,,,,6.263167479,0,,1860,,,,429,,success,3,,,,118,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2179,,25,,,,,,3.99884087,0,,1939,,,,466,,success,5,,,,119,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2180,,33,,,,,,2.021403599,2113,,0,,,,0,,gamble,3,,,,120,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2181,,23,,,,,,7.144853823,0,,1563,,,,442,,success,3,,,,121,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2182,,34,,,,,,6.297496435,2131,,0,,,,0,,gamble,4,,,,122,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2183,,5,,,,,,0,0,,0,,,,466,,success,5,,,,123,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2184,,3,,,,,,6.402228049,0,,2373,,,,395,,success,3,,,,124,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2185,,36,,,,,,7.22599064,2044,,0,,,,0,,gamble,6,,,,125,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2186,,23,,,,,,6.165446588,0,,1690,,,,369,,success,3,,,,126,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2187,,25,,,,,,7.179132045,0,,1648,,,,528,,success,5,,,,127,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2188,,35,,,,,,4.114352955,2169,,0,,,,0,,gamble,5,,,,128,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2189,,6,,,,,,2.052162614,0,,3269,,,,424,,success,6,,,,129,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
2190,,6,,,,,,0,0,,3269,,,,400,,success,6,,,,130,A2IGPW784OFV3D:3LEIZ60CDJZ61N9W1AH1TRXO14PZ9E,
