,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,indexOf,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
0,,,Begin,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,debugWSPDNF:debug0J0J69,
1,,,NextPage,,,,,,,0.0,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,debugWSPDNF:debug0J0J69,1040.0
2,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,debugWSPDNF:debug0J0J69,1315.0
3,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,debugWSPDNF:debug0J0J69,1526.0
4,,,FinishInstructions,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,debugWSPDNF:debug0J0J69,914.0
302,,24.0,,,,,,6750.0,0.0,,,390.0,,success,4,,,,65.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
303,,4.0,,,,,,1817.2761406597406,0.0,,,397.0,,success,4,,,,66.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
304,,24.0,,,,,,1798.011749464738,0.0,,,0.0,,fail,4,,,,67.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
305,,24.0,,,,,,4254.020797637813,0.0,,,407.0,,success,4,,,,68.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
306,,31.0,,,,,,4093.746711657805,0.0,,,0.0,,earlyFail,1,,,,69.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
307,,3.0,,,,,,4213.954376230584,0.0,,,355.0,,success,3,,,,70.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
308,,23.0,,,,,,4282.31208530604,0.0,,,358.0,,success,3,,,,71.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
309,,4.0,,,,,,4359.013074865216,0.0,,,433.0,,success,4,,,,72.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
310,,32.0,,,,,,1756.2214772076625,978.0,,,0.0,,gamble,2,,,,73.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
311,,25.0,,,,,,4238.522247508953,0.0,,,415.0,,success,5,,,,74.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
312,,32.0,,,,,,6750.0,513.0,,,0.0,,gamble,2,,,,75.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
313,,5.0,,,,,,6714.252000530941,0.0,,,437.0,,success,5,,,,76.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
314,,26.0,,,,,,6750.0,0.0,,,465.0,,success,6,,,,77.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
315,,2.0,,,,,,0.0,0.0,,,349.0,,success,2,,,,78.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
316,,6.0,,,,,,0.0,0.0,,,404.0,,success,6,,,,79.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
317,,2.0,,,,,,4263.7844677496,0.0,,,431.0,,success,2,,,,80.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
318,,5.0,,,,,,0.0,0.0,,,413.0,,success,5,,,,81.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
319,,1.0,,,,,,0.0,0.0,,,428.0,,success,1,,,,82.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
320,,1.0,,,,,,1718.855287114598,0.0,,,406.0,,success,1,,,,83.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
321,,21.0,,,,,,6750.0,0.0,,,383.0,,success,1,,,,84.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
322,,36.0,,,,,,6720.64780492696,0.0,,,417.0,,success,6,,,,85.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
323,,6.0,,,,,,1606.1730226099867,0.0,,,436.0,,success,6,,,,86.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
324,,5.0,,,,,,0.0,0.0,,,461.0,,success,5,,,,87.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
325,,31.0,,,,,,1643.3154145033607,0.0,,,393.0,,success,1,,,,88.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
326,,6.0,,,,,,4306.986695704988,0.0,,,453.0,,success,6,,,,89.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
327,,35.0,,,,,,1636.78163160698,0.0,,,363.0,,success,5,,,,90.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
328,,1.0,,,,,,0.0,0.0,,,447.0,,success,1,,,,91.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
329,,2.0,,,,,,6659.3340430530125,0.0,,,507.0,,success,2,,,,92.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
330,,2.0,,,,,1533480.0,0.0,0.0,,,411.0,,success,2,,,,93.0,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
331,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
332,0.0,,,,,,,,,,,,postquestionnaire,,,submit,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,
333,,,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,,,,,,,,,,,,,,,
334,,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,,,,,,,,,,,,,,,,
335,,,,,,,,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,,,,,,,,,,
336,,,,A1V2H0UF94ATWY:3VE8AYVF8MX0I1ZMV6HGQ3MUVYXF8Z,,,,,,,,,,,,,,,,,
337,,,Begin,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
338,,,NextPage,,,,,,,0.0,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,6492.0
339,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,173828.0
340,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,2499.0
341,,,FinishInstructions,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,27091.0
342,,2.0,,,,,,6716.26372843858,0.0,,,27.0,,success,2,,,,1.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
343,,1.0,,,,,,0.0,0.0,,,153.0,,success,1,,,,2.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
344,,36.0,,,,,,1770.5080435855718,0.0,,,70.0,,success,6,,,,3.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
345,,2.0,,,,,,0.0,0.0,,,115.0,,success,2,,,,4.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
346,,31.0,,,,,,4321.841578236479,0.0,,,184.0,,success,1,,,,5.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
347,,1.0,,,,,,1843.899345143746,0.0,,,84.0,,success,1,,,,6.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
348,,34.0,,,,,,6711.132531064652,0.0,,,72.0,,success,4,,,,7.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
349,,5.0,,,,,,6750.0,0.0,,,0.0,,earlyFail,5,,,,8.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
350,,2.0,,,,,,4190.085240031745,0.0,,,126.0,,success,2,,,,9.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
351,,6.0,,,,,,6750.0,0.0,,,40.0,,success,6,,,,10.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
352,,2.0,,,,,,4310.759177317759,0.0,,,102.0,,success,2,,,,11.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
353,,5.0,,,,,,4202.355384728237,0.0,,,118.0,,success,5,,,,12.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
354,,33.0,,,,,,1583.2760051668008,0.0,,,144.0,,success,3,,,,13.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
355,,24.0,,,,,,1679.2917926959665,0.0,,,105.0,,success,4,,,,14.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
356,,4.0,,,,,,0.0,0.0,,,118.0,,success,4,,,,15.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
357,,3.0,,,,,,1709.4423620716893,0.0,,,107.0,,success,3,,,,16.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
358,,6.0,,,,,,1834.7267996931266,0.0,,,172.0,,success,6,,,,17.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
359,,6.0,,,,,,0.0,0.0,,,272.0,,success,6,,,,18.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
360,,26.0,,,,,,4281.942565394113,0.0,,,181.0,,success,6,,,,19.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
361,,6.0,,,,,,4285.089164928187,0.0,,,245.0,,success,6,,,,20.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
362,,32.0,,,,,,1767.386354201809,0.0,,,198.0,,success,2,,,,21.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
363,,4.0,,,,,,0.0,0.0,,,24.0,,success,4,,,,22.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
364,,3.0,,,,,,0.0,0.0,,,143.0,,success,3,,,,23.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
365,,5.0,,,,,,1709.6855616087496,637.0,,,0.0,,gamble,5,,,,24.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
366,,25.0,,,,,,1797.863291373307,640.0,,,0.0,,gamble,5,,,,25.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
367,,34.0,,,,,,1780.4228257611048,505.0,,,0.0,,gamble,4,,,,26.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
368,,31.0,,,,,,1779.7441550400206,514.0,,,0.0,,gamble,1,,,,27.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
369,,4.0,,,,,,4336.455755402142,844.0,,,0.0,,gamble,4,,,,28.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
370,,4.0,,,,,,0.0,0.0,,,153.0,,success,4,,,,29.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
371,,31.0,,,,,,6743.1999601177895,622.0,,,0.0,,gamble,1,,,,30.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
372,,21.0,,,,,,1847.753793634279,945.0,,,0.0,,gamble,1,,,,31.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
373,,21.0,,,,,,6660.286906135845,635.0,,,0.0,,gamble,1,,,,32.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
374,,3.0,,,,,,4267.858047995471,616.0,,,0.0,,gamble,3,,,,33.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
375,,2.0,,,,,,0.0,0.0,,,104.0,,success,2,,,,34.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
376,,6.0,,,,,,6534.630417753798,682.0,,,0.0,,gamble,6,,,,35.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
377,,36.0,,,,,,4282.271711095583,0.0,,,146.0,,success,6,,,,36.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
378,,2.0,,,,,,0.0,0.0,,,184.0,,success,2,,,,37.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
379,,75.0,,,,,,2067.868209360447,930.0,,,0.0,,gamble,5,,,,38.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
380,,5.0,,,,,,1639.5907714424113,963.0,,,0.0,,gamble,5,,,,39.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
381,,1.0,,,,,,4262.843937189572,0.0,,,0.0,,earlyFail,1,,,,40.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
382,,6.0,,,,,,1761.4548483597132,809.0,,,0.0,,gamble,6,,,,41.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
383,,4.0,,,,,,1864.0869119393858,775.0,,,0.0,,gamble,4,,,,42.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
384,,5.0,,,,,,0.0,0.0,,,143.0,,success,5,,,,43.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
385,,1.0,,,,,,6649.595715648892,604.0,,,0.0,,gamble,1,,,,44.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
386,,6.0,,,,,,0.0,0.0,,,209.0,,success,6,,,,45.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
387,,34.0,,,,,,4052.393007213203,627.0,,,0.0,,gamble,4,,,,46.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
388,,3.0,,,,,,6750.0,666.0,,,0.0,,gamble,3,,,,47.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
389,,32.0,,,,,,4234.622347010124,853.0,,,0.0,,gamble,2,,,,48.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
390,,6.0,,,,,,4283.613337138065,780.0,,,0.0,,gamble,6,,,,49.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
391,,2.0,,,,,,1784.9452138521772,0.0,,,109.0,,success,2,,,,50.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
392,,23.0,,,,,,4288.540777308289,0.0,,,0.0,,earlyFail,3,,,,51.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
393,,33.0,,,,,,4123.016884332595,441.0,,,0.0,,gamble,3,,,,52.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
394,,21.0,,,,,,4184.5392738679175,936.0,,,0.0,,gamble,1,,,,53.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
395,,5.0,,,,,,0.0,0.0,,,125.0,,success,5,,,,54.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
396,,35.0,,,,,,6656.601104207532,640.0,,,0.0,,gamble,5,,,,55.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
397,,1.0,,,,,,4143.559312511031,0.0,,,147.0,,success,1,,,,56.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
398,,2.0,,,,,,6750.0,807.0,,,0.0,,gamble,2,,,,57.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
399,,23.0,,,,,,6584.596771777895,610.0,,,0.0,,gamble,3,,,,58.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
400,,3.0,,,,,,4237.503643490366,587.0,,,0.0,,gamble,3,,,,59.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
401,,3.0,,,,,,0.0,0.0,,,0.0,,earlyFail,3,,,,60.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
402,,1.0,,,,,,0.0,0.0,,,169.0,,success,1,,,,61.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
403,,33.0,,,,,,6750.0,674.0,,,0.0,,gamble,3,,,,62.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
404,,3.0,,,,,,6624.023305516838,687.0,,,0.0,,gamble,3,,,,63.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
405,,86.0,,,,,,1974.2528917569216,927.0,,,0.0,,gamble,6,,,,64.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
406,,24.0,,,,,,4298.979638536711,0.0,,,105.0,,success,4,,,,65.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
407,,5.0,,,,,,6750.0,849.0,,,0.0,,gamble,5,,,,66.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
408,,1.0,,,,,,1819.6488462087473,769.0,,,0.0,,gamble,1,,,,67.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
409,,22.0,,,,,,1678.6182777691715,782.0,,,0.0,,gamble,2,,,,68.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
410,,36.0,,,,,,6750.0,679.0,,,0.0,,gamble,6,,,,69.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
411,,25.0,,,,,,6750.0,646.0,,,0.0,,gamble,5,,,,70.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
412,,5.0,,,,,,4213.01837115097,0.0,,,0.0,,earlyFail,5,,,,71.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
413,,2.0,,,,,,1664.0039613683061,0.0,,,0.0,,earlyFail,2,,,,72.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
414,,1.0,,,,,,0.0,0.0,,,89.0,,success,1,,,,73.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
415,,1.0,,,,,,6703.29120361632,702.0,,,0.0,,gamble,1,,,,74.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
416,,35.0,,,,,,1631.5478430144956,655.0,,,0.0,,gamble,5,,,,75.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
417,,4.0,,,,,,6750.0,674.0,,,0.0,,gamble,4,,,,76.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
418,,22.0,,,,,,6750.0,631.0,,,0.0,,gamble,2,,,,77.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
419,,3.0,,,,,,0.0,0.0,,,193.0,,success,3,,,,78.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
420,,4.0,,,,,,1770.5968490301145,575.0,,,0.0,,gamble,4,,,,79.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
421,,23.0,,,,,,1674.2822822842224,819.0,,,0.0,,gamble,3,,,,80.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
422,,4.0,,,,,,6728.230022932781,524.0,,,0.0,,gamble,4,,,,81.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
423,,3.0,,,,,,1756.2111333408031,0.0,,,0.0,,earlyFail,3,,,,82.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
424,,26.0,,,,,,6661.763800261943,616.0,,,0.0,,gamble,6,,,,83.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
425,,32.0,,,,,,6702.4236005549255,693.0,,,0.0,,gamble,2,,,,84.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
426,,4.0,,,,,,4181.876171215899,593.0,,,0.0,,gamble,4,,,,85.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
427,,26.0,,,,,,1651.1676617062265,0.0,,,0.0,,earlyFail,6,,,,86.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
428,,25.0,,,,,,4262.687182145246,647.0,,,0.0,,gamble,5,,,,87.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
429,,24.0,,,,,,6636.475196499656,519.0,,,0.0,,gamble,4,,,,88.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
430,,22.0,,,,,,4283.861595336378,594.0,,,0.0,,gamble,2,,,,89.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
431,,35.0,,,,,,4177.528126304991,618.0,,,0.0,,gamble,5,,,,90.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
432,,5.0,,,,,,0.0,0.0,,,104.0,,success,5,,,,91.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
433,,2.0,,,,,,4011.5592006871357,0.0,,,0.0,,earlyFail,2,,,,92.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
434,,6.0,,,,,1793952.0,0.0,0.0,,,185.0,,success,6,,,,93.0,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
435,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
436,2.0,,,,,,,,,,,,postquestionnaire,,,submit,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,
437,,,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,,,,,,,,,,,,,,,
438,,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,,,,,,,,,,,,,,,,
439,,,,,,,,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,,,,,,,,,,
440,,,,A2T11H7YI7QPGD:3K2755HG5S3CZWVDCESWCV0V6PUDF3,,,,,,,,,,,,,,,,,
441,,,Begin,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
442,,,NextPage,,,,,,,0.0,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,3571.0
443,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,24609.0
444,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,3405.0
445,,,FinishInstructions,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,23090.0
446,,4.0,,,,,,0.0,0.0,,,126.0,,success,4,,,,1.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
447,,4.0,,,,,,0.0,0.0,,,126.0,,success,4,,,,2.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
448,,4.0,,,,,,4347.931577397788,898.0,,,0.0,,gamble,4,,,,3.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
449,,4.0,,,,,,6670.771917222028,0.0,,,103.0,,success,4,,,,4.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
450,,1.0,,,,,,6750.0,0.0,,,174.0,,success,1,,,,5.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
451,,75.0,,,,,,1900.1725754423155,682.0,,,0.0,,gamble,5,,,,6.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
452,,23.0,,,,,,4336.76542594012,0.0,,,228.0,,success,3,,,,7.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
453,,2.0,,,,,,6745.441117204423,0.0,,,218.0,,success,2,,,,8.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
454,,5.0,,,,,,1777.1131895012982,0.0,,,239.0,,success,5,,,,9.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
455,,33.0,,,,,,1689.2475001910402,701.0,,,0.0,,gamble,3,,,,10.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
456,,2.0,,,,,,4346.609968805797,0.0,,,272.0,,success,2,,,,11.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
