,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,trialType,understand,uniqueid,viewTime
1483,,28,,,,,,0,0,,0,,,0,,0,,failOutcome,8,,,,63,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1484,,29,,,,,,3392.936557,1142,,0,,,0,,0,,gamble,9,,,,64,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1485,,25,,,,,,1822.227807,0,,0,,,0,,0,,fail,5,,,,65,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1486,,31,,,,,,1498.276667,1217,,0,,,0,,0,,gamble,1,,,,66,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1487,,31,,,,,,0,0,,0,,,0,,0,,failOutcome,1,,,,67,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1488,,21,,,,,,3025.326551,1373,,0,,,0,,0,,gamble,1,,,,68,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1489,,21,,,,,,3197.620892,1117,,0,,,0,,0,,gamble,1,,,,69,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1490,,2,,,,,,2939.229572,1164,,0,,,0,,0,,gamble,2,,,,70,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1491,,25,,,,,,2391.905473,1330,,0,,,0,,0,,gamble,5,,,,71,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1492,,31,,,,,,1359.303827,1158,,0,,,0,,0,,gamble,1,,,,72,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1493,,35,,,,,,1704.542808,1169,,0,,,0,,0,,gamble,5,,,,73,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1494,,22,,,,,,0,0,,0,,,0,,0,,earlyFail,2,,,,74,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1495,,29,,,,,,0,0,,0,,,0,,0,,failOutcome,9,,,,75,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1496,,5,,,,,,0,0,,0,,,0,,0,,failOutcome,5,,,,76,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1497,,75,,,,,,1136.989842,1199,,0,,,0,,0,,gamble,5,,,,77,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1498,,38,,,,,,1446.667217,1251,,0,,,0,,0,,gamble,8,,,,78,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1499,,32,,,,,,0,0,,0,,,0,,0,,failOutcome,2,,,,79,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1500,,2,,,,,,1751.690435,0,,0,,,0,,0,,fail,2,,,,80,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1501,,4,,,,,,0,0,,0,,,0,,0,,failOutcome,4,,,,81,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1502,,4,,,,,,886.6713833,1106,,0,,,0,,0,,gamble,4,,,,82,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1503,,35,,,,,,1019.313477,0,,0,,,0,,0,,fail,5,,,,83,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1504,,31,,,,,,0,0,,0,,,0,,0,,failOutcome,1,,,,84,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1505,,28,,,,,,2953.886517,1225,,0,,,0,,0,,gamble,8,,,,85,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1506,,5,,,,,,1360.055244,1204,,0,,,0,,0,,gamble,5,,,,86,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1507,,35,,,,,,878.9150985,0,,0,,,0,,0,,fail,5,,,,87,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1508,,39,,,,,,1573.051336,1075,,0,,,0,,0,,gamble,9,,,,88,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1509,,2,,,,,,0,0,,0,,,0,,0,,failOutcome,2,,,,89,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1510,,29,,,,,,1570.54112,0,,0,,,0,,0,,fail,9,,,,90,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1511,,86,,,,,,2938.226584,1140,,0,,,0,,0,,gamble,6,,,,91,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1512,,38,,,,,,1305.917318,0,,0,,,0,,0,,fail,8,,,,92,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1513,,2,,,,,,3310.944921,1221,,0,,,0,,0,,gamble,2,,,,93,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1514,,31,,,,,,1068.195491,1201,,0,,,0,,0,,gamble,1,,,,94,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1515,,22,,,,,,2859.556884,1145,,0,,,0,,0,,gamble,2,,,,95,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1516,,35,,,,,,0,0,,0,,,0,,0,,failOutcome,5,,,,96,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1517,,35,,,,,,2829.483319,0,,0,,,0,,0,,fail,5,,,,97,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1518,,32,,,,,,0,0,,0,,,0,,0,,failOutcome,2,,,,98,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1519,,29,,,,,,1736.596431,0,,0,,,0,,0,,fail,9,,,,99,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1520,,28,,,,,,0,0,,0,,,0,,0,,failOutcome,8,,,,100,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1521,,38,,,,,,825.0577099,0,,0,,,0,,0,,fail,8,,,,101,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1522,,24,,,,,,0,0,,0,,,0,,0,,failOutcome,4,,,,102,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1523,,1,,,,,,928.1647125,1094,,0,,,0,,0,,gamble,1,,,,103,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1524,,24,,,,,,621.154417,0,,0,,,0,,0,,fail,4,,,,104,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1525,,75,,,,,,697.2600019,1328,,0,,,0,,0,,gamble,5,,,,105,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1526,,5,,,,,,2744.885563,1026,,0,,,0,,0,,gamble,5,,,,106,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1527,,24,,,,,,2934.190907,949,,0,,,0,,0,,gamble,4,,,,107,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1528,,34,,,,,,3059.421836,961,,0,,,0,,0,,gamble,4,,,,108,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1529,,86,,,,,,722.4187625,1261,,0,,,0,,0,,gamble,6,,,,109,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1530,,22,,,,,,1913.983225,0,,0,,,0,,0,,fail,2,,,,110,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1531,,9,,,,,,0,0,,0,,,0,,0,,failOutcome,9,,,,111,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1532,,9,,,,,,3352.976829,1251,,0,,,0,,0,,gamble,9,,,,112,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1533,,39,,,,,,1761.530105,1207,,0,,,0,,0,,gamble,9,,,,113,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1534,,21,,,,,,917.8318121,1158,,0,,,0,,0,,gamble,1,,,,114,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1535,,28,,,,,,2948.754092,1083,,0,,,0,,0,,gamble,8,,,,115,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1536,,25,,,,,,0,0,,0,,,0,,0,,failOutcome,5,,,,116,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1537,,1,,,,,,3245.251646,1147,,0,,,0,,0,,gamble,1,,,,117,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1538,,32,,,,,,1484.508134,0,,0,,,0,,0,,fail,2,,,,118,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1539,,29,,,,,,2724.82784,1061,,0,,,0,,0,,gamble,9,,,,119,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1540,,32,,,,,,1314.939726,1319,,0,,,0,,0,,gamble,2,,,,120,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1541,,38,,,,,,3080.339593,1162,,0,,,0,,0,,gamble,8,,,,121,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1542,,38,,,,,,2846.266355,0,,888,,,0,,0,,earlyFail,8,,,,122,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1543,,5,,,,,,0,0,,0,,,0,,0,,failOutcome,5,,,,123,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1544,,34,,,,,,0,0,,0,,,0,,0,,failOutcome,4,,,,124,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1545,,25,,,,,,1357.286067,1029,,0,,,0,,0,,gamble,5,,,,125,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1546,,29,,,,,,0,0,,0,,,0,,0,,earlyFail,9,,,,126,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1547,,28,,,,,,2967.651241,0,,0,,,0,,0,,fail,8,,,,127,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1548,,39,,,,,,1942.544598,0,,0,,,0,,0,,fail,9,,,,128,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1549,,8,,,,,,1642.506499,1368,,0,,,0,,0,,gamble,8,,,,129,gambleRight,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1550,,4,,,,,,2311.044855,1278,,0,,,0,,0,,gamble,4,,,,130,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1551,,39,,,,,,552.0278001,1185,,0,,,0,,0,,gamble,9,,,,131,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1552,,25,,,,,1204180,1849.266897,0,,0,,,0,,0,,fail,5,,,,132,gambleLeft,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1553,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1554,1,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1555,,,,,,7,,,,,,,,,,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1556,,,,,7,,,,,,,,,,,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1557,,,,,,,,,,,,,,,8,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1558,,,,4,,,,,,,,,,,,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1559,,,,,,,,,,1,,,,,,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1560,,,,,,,,,,,,,8,,,,,,,,,,,,,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1561,,,,,,,,,,,,,,,,,,,,,,,,,8,A1GL8EB9KLW428:34V1S5K3GS14DDPLZ5KQWT4TA7M96J,
1562,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-4.html', u'instructions/instruct-ready.html']",,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1563,,,NextPage,,,,,,,,,0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,5873
1564,,,NextPage,,,,,,,,,1,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,91514
1565,,,NextPage,,,,,,,,,2,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,12093
1566,,,NextPage,,,,,,,,,3,,,,,INSTRUCTIONS,,,,instructions/instruct-4.html,,,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,65747
1567,,,FinishInstructions,,,,,,,,,4,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,194135
1568,,9,,,,,,0,0,,0,,,0,,0,,earlyFail,9,,,,1,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1569,,39,,,,,,2132.631062,0,,0,,,0,,0,,fail,9,,,,2,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1570,,8,,,,,,2078.440873,1256,,0,,,0,,0,,earlyFail,8,,,,3,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1571,,35,,,,,,0,0,,0,,,0,,0,,earlyFail,5,,,,4,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1572,,32,,,,,,877.1476114,0,,0,,,0,,0,,fail,2,,,,5,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1573,,32,,,,,,0,0,,0,,,0,,267,,success,2,,,,6,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1574,,38,,,,,,2233.54668,1194,,0,,,0,,0,,gamble,8,,,,7,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1575,,86,,,,,,643.0253622,1023,,0,,,0,,0,,gamble,6,,,,8,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1576,,34,,,,,,1805.508459,0,,0,,,0,,0,,fail,4,,,,9,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1577,,31,,,,,,0,0,,0,,,0,,188,,success,1,,,,10,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1578,,29,,,,,,711.1237943,0,,0,,,0,,0,,fail,9,,,,11,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1579,,86,,,,,,2073.81908,1169,,0,,,0,,0,,gamble,6,,,,12,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1580,,28,,,,,,908.5599358,1171,,0,,,0,,0,,gamble,8,,,,13,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1581,,5,,,,,,674.0969007,1011,,0,,,0,,0,,gamble,5,,,,14,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1582,,24,,,,,,0,0,,0,,,0,,322,,success,4,,,,15,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1583,,38,,,,,,0,0,,0,,,0,,350,,success,8,,,,16,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1584,,21,,,,,,947.3044376,0,,0,,,0,,0,,fail,1,,,,17,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1585,,34,,,,,,2660.799029,935,,0,,,0,,0,,gamble,4,,,,18,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1586,,29,,,,,,2206.980691,0,,675,,,0,,339,,success,9,,,,19,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1587,,22,,,,,,2284.840652,0,,623,,,0,,379,,success,2,,,,20,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1588,,32,,,,,,2747.10633,0,,617,,,0,,397,,success,2,,,,21,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1589,,22,,,,,,2464.883744,828,,0,,,0,,0,,gamble,2,,,,22,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1590,,9,,,,,,0,0,,0,,,0,,713,,success,9,,,,23,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1591,,4,,,,,,2341.980189,0,,781,,,0,,356,,success,4,,,,24,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1592,,25,,,,,,3290.501564,0,,784,,,0,,394,,success,5,,,,25,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1593,,34,,,,,,3122.895717,860,,0,,,0,,0,,gamble,4,,,,26,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1594,,21,,,,,,3015.097114,1061,,0,,,0,,0,,gamble,1,,,,27,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1595,,25,,,,,,0,0,,0,,,0,,365,,success,5,,,,28,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1596,,25,,,,,,793.8165325,0,,922,,,0,,419,,success,5,,,,29,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1597,,2,,,,,,2263.562447,0,,630,,,0,,437,,success,2,,,,30,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1598,,75,,,,,,1033.299782,639,,0,,,0,,0,,gamble,5,,,,31,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1599,,39,,,,,,0,0,,0,,,0,,393,,success,9,,,,32,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1600,,34,,,,,,3206.564652,0,,607,,,0,,364,,success,4,,,,33,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1601,,5,,,,,,2313.58024,916,,0,,,0,,0,,gamble,5,,,,34,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1602,,34,,,,,,820.1740808,0,,0,,,0,,0,,earlyFail,4,,,,35,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1603,,8,,,,,,0,0,,0,,,0,,422,,success,8,,,,36,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1604,,31,,,,,,2378.489084,1266,,0,,,0,,0,,gamble,1,,,,37,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1605,,39,,,,,,0,0,,0,,,0,,431,,success,9,,,,38,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1606,,5,,,,,,2428.057062,954,,0,,,0,,0,,gamble,5,,,,39,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1607,,29,,,,,,0,0,,0,,,0,,461,,success,9,,,,40,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1608,,9,,,,,,1938.374569,981,,0,,,0,,0,,gamble,9,,,,41,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1609,,1,,,,,,2536.684748,0,,769,,,0,,0,,failOutcome,1,,,,42,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1610,,1,,,,,,2630.385928,992,,0,,,0,,0,,gamble,1,,,,43,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1611,,32,,,,,,3317.553198,781,,0,,,0,,0,,gamble,2,,,,44,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1612,,29,,,,,,1094.086808,0,,679,,,0,,328,,success,9,,,,45,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1613,,8,,,,,,2904.964902,0,,663,,,0,,464,,success,8,,,,46,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1614,,24,,,,,,0,0,,0,,,0,,418,,success,4,,,,47,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1615,,4,,,,,,0,0,,0,,,0,,0,,failOutcome,4,,,,48,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1616,,9,,,,,,695.9817326,978,,0,,,0,,0,,gamble,9,,,,49,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1617,,24,,,,,,657.7728343,963,,0,,,0,,0,,gamble,4,,,,50,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1618,,35,,,,,,0,0,,0,,,0,,364,,success,5,,,,51,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1619,,38,,,,,,0,0,,0,,,0,,391,,success,8,,,,52,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1620,,25,,,,,,2815.653481,0,,714,,,0,,417,,success,5,,,,53,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1621,,4,,,,,,1038.426931,0,,918,,,0,,364,,success,4,,,,54,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1622,,39,,,,,,1201.890635,850,,0,,,0,,0,,gamble,9,,,,55,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1623,,25,,,,,,2070.317999,1350,,0,,,0,,0,,gamble,5,,,,56,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1624,,28,,,,,,2770.169699,0,,782,,,0,,373,,success,8,,,,57,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1625,,39,,,,,,2713.585198,516,,0,,,0,,0,,gamble,9,,,,58,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1626,,28,,,,,,1229.614438,735,,0,,,0,,0,,gamble,8,,,,59,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1627,,34,,,,,,0,0,,0,,,0,,341,,success,4,,,,60,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1628,,24,,,,,,3191.211273,980,,0,,,0,,0,,gamble,4,,,,61,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1629,,38,,,,,,1869.098336,0,,1341,,,0,,361,,success,8,,,,62,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1630,,39,,,,,,2069.360146,759,,0,,,0,,0,,gamble,9,,,,63,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1631,,25,,,,,,0,0,,0,,,0,,307,,success,5,,,,64,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1632,,9,,,,,,2617.208244,558,,0,,,0,,0,,gamble,9,,,,65,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1633,,29,,,,,,1758.121566,950,,0,,,0,,0,,gamble,9,,,,66,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1634,,2,,,,,,918.7689088,823,,0,,,0,,0,,gamble,2,,,,67,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1635,,35,,,,,,1635.202449,885,,0,,,0,,0,,gamble,5,,,,68,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1636,,31,,,,,,0,0,,0,,,0,,171,,success,1,,,,69,gambleLeft,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
1637,,21,,,,,,1495.26597,972,,0,,,0,,0,,gamble,1,,,,70,gambleRight,,A304UJAE051J89:33ISQZVXPPMVRS5PLG7KKJXBCE0CCV,
