,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
2282,,5.0,,,,,,4.173423722960401,0.0,,2140.0,,,,,547.0,,success,5,,,,49.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2283,,2.0,,,,,,4.084185586159666,0.0,,1140.0,,,,,619.0,,success,2,,,,50.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2284,,31.0,,,,,,6.300805772497981,1803.0,,0.0,,,,,0.0,,gamble,1,,,,51.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2285,,1.0,,,,,,3.972182101635507,0.0,,1182.0,,,,,548.0,,success,1,,,,52.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2286,,36.0,,,,,,7.291173824291742,1596.0,,0.0,,,,,0.0,,gamble,6,,,,53.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2287,,31.0,,,,,,3.9726935663433394,1264.0,,0.0,,,,,0.0,,gamble,1,,,,54.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2288,,3.0,,,,,,0.0,0.0,,0.0,,,,,532.0,,success,3,,,,55.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2289,,31.0,,,,,,3.923824870481706,2042.0,,0.0,,,,,0.0,,gamble,1,,,,56.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2290,,4.0,,,,,,6.357555532105307,0.0,,2008.0,,,,,547.0,,success,4,,,,57.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2291,,5.0,,,,,,6.3486622039955565,0.0,,1596.0,,,,,676.0,,success,5,,,,58.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2292,,1.0,,,,,,1.932248772114689,0.0,,1995.0,,,,,497.0,,success,1,,,,59.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2293,,26.0,,,,,,1.9669646345700837,0.0,,1811.0,,,,,322.0,,success,6,,,,60.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2294,,35.0,,,,,,3.982587616909651,1563.0,,0.0,,,,,0.0,,gamble,5,,,,61.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2295,,24.0,,,,,,6.218283633652552,0.0,,1587.0,,,,,516.0,,success,4,,,,62.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2296,,3.0,,,,,,6.269406076768882,0.0,,1437.0,,,,,426.0,,success,3,,,,63.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2297,,31.0,,,,,,6.235347835328381,2306.0,,0.0,,,,,0.0,,gamble,1,,,,64.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2298,,75.0,,,,,,4.005858307573222,0.0,,2712.0,,,,,381.0,,success,5,,,,65.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2299,,6.0,,,,,,6.2927412199319335,0.0,,1393.0,,,,,362.0,,success,6,,,,66.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2300,,2.0,,,,,,0.0,0.0,,1393.0,,,,,287.0,,success,2,,,,67.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2301,,23.0,,,,,,3.9668442061308924,0.0,,1832.0,,,,,372.0,,success,3,,,,68.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2302,,33.0,,,,,,4.009333889180912,1258.0,,0.0,,,,,0.0,,gamble,3,,,,69.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2303,,32.0,,,,,,6.351321327097946,1566.0,,0.0,,,,,0.0,,gamble,2,,,,70.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2304,,25.0,,,,,,2.1116248850772097,0.0,,1397.0,,,,,329.0,,success,5,,,,71.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2305,,31.0,,,,,,1.9538967637254694,1516.0,,0.0,,,,,0.0,,gamble,1,,,,72.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2306,,33.0,,,,,,2.0786566496019403,1320.0,,0.0,,,,,0.0,,gamble,3,,,,73.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2307,,26.0,,,,,,3.9628268116560488,0.0,,1776.0,,,,,572.0,,success,6,,,,74.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2308,,3.0,,,,,,7.14332606189929,0.0,,1510.0,,,,,0.0,,fail,3,,,,75.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2309,,5.0,,,,,,0.0,0.0,,1510.0,,,,,479.0,,success,5,,,,76.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2310,,3.0,,,,,,2.1007070877854606,0.0,,3729.0,,,,,338.0,,success,3,,,,77.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2311,,22.0,,,,,,1.9723274995265694,0.0,,2310.0,,,,,459.0,,success,2,,,,78.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2312,,2.0,,,,,,6.182621868973038,0.0,,1367.0,,,,,312.0,,success,2,,,,79.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2313,,5.0,,,,,,0.0,0.0,,1367.0,,,,,340.0,,success,5,,,,80.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2314,,21.0,,,,,,2.1454626172235005,0.0,,1645.0,,,,,445.0,,success,1,,,,81.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2315,,26.0,,,,,,7.243090409163195,0.0,,1275.0,,,,,473.0,,success,6,,,,82.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2316,,32.0,,,,,,3.8776575358089698,6638.0,,0.0,,,,,0.0,,gamble,2,,,,83.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2317,,35.0,,,,,,7.238609456719775,1512.0,,0.0,,,,,0.0,,gamble,5,,,,84.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2318,,21.0,,,,,,7.246928641268803,0.0,,1203.0,,,,,535.0,,success,1,,,,85.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2319,,22.0,,,,,,3.9592718602898316,0.0,,1591.0,,,,,330.0,,success,2,,,,86.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2320,,6.0,,,,,,0.0,0.0,,1591.0,,,,,366.0,,success,6,,,,87.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2321,,34.0,,,,,,1.9871689167035431,3459.0,,0.0,,,,,0.0,,gamble,4,,,,88.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2322,,32.0,,,,,,4.031659411907463,1439.0,,0.0,,,,,0.0,,gamble,2,,,,89.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2323,,2.0,,,,,,3.885271645197244,0.0,,1024.0,,,,,0.0,,earlyFail,2,,,,90.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2324,,22.0,,,,,,7.2197992057948905,0.0,,1217.0,,,,,549.0,,success,2,,,,91.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2325,,4.0,,,,,,0.0,0.0,,1217.0,,,,,520.0,,success,4,,,,92.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2326,,21.0,,,,,,2.1316222388709343,0.0,,1538.0,,,,,272.0,,success,1,,,,93.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2327,,3.0,,,,,,4.07460734466852,0.0,,2016.0,,,,,135.0,,success,3,,,,94.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2328,,4.0,,,,,,7.243989961582137,0.0,,1158.0,,,,,404.0,,success,4,,,,95.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2329,,31.0,,,,,,7.294821824736081,0.0,,1716.0,,,,,0.0,,earlyFail,1,,,,96.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2330,,23.0,,,,,,6.150493072520629,0.0,,1150.0,,,,,391.0,,success,3,,,,97.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2331,,32.0,,,,,,7.357607762387261,1513.0,,0.0,,,,,0.0,,gamble,2,,,,98.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2332,,6.0,,,,,,6.226843719164173,0.0,,1174.0,,,,,327.0,,success,6,,,,99.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2333,,2.0,,,,,,0.0,0.0,,1174.0,,,,,331.0,,success,2,,,,100.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2334,,6.0,,,,,,0.0,0.0,,1174.0,,,,,400.0,,success,6,,,,101.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2335,,4.0,,,,,,4.022198503134509,0.0,,2179.0,,,,,343.0,,success,4,,,,102.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2336,,36.0,,,,,,6.1593387427489175,1391.0,,0.0,,,,,0.0,,gamble,6,,,,103.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2337,,6.0,,,,,,0.0,0.0,,0.0,,,,,472.0,,success,6,,,,104.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2338,,75.0,,,,,,6.033288376409477,0.0,,3548.0,,,,,554.0,,success,5,,,,105.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2339,,35.0,,,,,,1.9940909190866372,1655.0,,0.0,,,,,0.0,,gamble,5,,,,106.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2340,,25.0,,,,,,6.224706473421731,0.0,,1517.0,,,,,455.0,,success,5,,,,107.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2341,,23.0,,,,,,3.929798394278631,0.0,,1632.0,,,,,491.0,,success,3,,,,108.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2342,,33.0,,,,,,3.962419497588277,1608.0,,0.0,,,,,0.0,,gamble,3,,,,109.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2343,,3.0,,,,,,1.9087629489120042,0.0,,2263.0,,,,,240.0,,success,3,,,,110.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2344,,23.0,,,,,,1.964691309286881,0.0,,1726.0,,,,,236.0,,success,3,,,,111.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2345,,24.0,,,,,,3.965857696217612,0.0,,1724.0,,,,,287.0,,success,4,,,,112.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2346,,1.0,,,,,,6.226619210612532,0.0,,2717.0,,,,,348.0,,success,1,,,,113.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2347,,34.0,,,,,,1.8894487536282205,1462.0,,0.0,,,,,0.0,,gamble,4,,,,114.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2348,,23.0,,,,,,6.170411782328466,0.0,,1354.0,,,,,422.0,,success,3,,,,115.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2349,,34.0,,,,,,3.965394095599829,1606.0,,0.0,,,,,0.0,,gamble,4,,,,116.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2350,,5.0,,,,,,7.387204285599785,0.0,,1421.0,,,,,400.0,,success,5,,,,117.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2351,,21.0,,,,,,6.277565992191757,0.0,,1464.0,,,,,278.0,,success,1,,,,118.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2352,,1.0,,,,,,0.0,0.0,,1464.0,,,,,379.0,,success,1,,,,119.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2353,,22.0,,,,,,6.2235868446639095,0.0,,1705.0,,,,,574.0,,success,2,,,,120.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2354,,23.0,,,,,,1.9719964630710503,0.0,,1600.0,,,,,746.0,,success,3,,,,121.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2355,,25.0,,,,,,3.935166658829942,0.0,,1377.0,,,,,268.0,,success,5,,,,122.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2356,,4.0,,,,,,3.9543643652978657,0.0,,1711.0,,,,,346.0,,success,4,,,,123.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2357,,24.0,,,,,,3.9018306819079585,0.0,,1433.0,,,,,402.0,,success,4,,,,124.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2358,,35.0,,,,,,4.129629161366542,1635.0,,0.0,,,,,0.0,,gamble,5,,,,125.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2359,,34.0,,,,,,6.300805516426788,1515.0,,0.0,,,,,0.0,,gamble,4,,,,126.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2360,,5.0,,,,,,4.140666362105147,0.0,,1334.0,,,,,475.0,,success,5,,,,127.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2361,,5.0,,,,,,2.133370116609034,0.0,,2919.0,,,,,388.0,,success,5,,,,128.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2362,,22.0,,,,,,6.176104601117933,0.0,,1460.0,,,,,388.0,,success,2,,,,129.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2363,,36.0,,,,,,1.92907898451466,1403.0,,0.0,,,,,0.0,,gamble,6,,,,130.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2364,,36.0,,,,,,6.067612638479073,1169.0,,0.0,,,,,0.0,,gamble,6,,,,131.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2365,,22.0,,,,,,1.9326052613409634,0.0,,1439.0,,,,,411.0,,success,2,,,,132.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2366,,25.0,,,,,,1.9405741699150592,0.0,,1664.0,,,,,407.0,,success,5,,,,133.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2367,,21.0,,,,,,3.889904392868955,0.0,,1804.0,,,,,678.0,,success,1,,,,134.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2368,,32.0,,,,,,2.0296187141510753,1383.0,,0.0,,,,,0.0,,gamble,2,,,,135.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2369,,1.0,,,,,,0.0,0.0,,0.0,,,,,299.0,,success,1,,,,136.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2370,,35.0,,,,,,6.361614305650075,1537.0,,0.0,,,,,0.0,,gamble,5,,,,137.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2371,,25.0,,,,,,3.961183535331297,0.0,,1272.0,,,,,175.0,,success,5,,,,138.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2372,,86.0,,,,,,1.934058352659043,0.0,,1712.0,,,,,227.0,,success,6,,,,139.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2373,,3.0,,,,,,6.313786277514479,0.0,,1183.0,,,,,442.0,,success,3,,,,140.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2374,,24.0,,,,,,1.9416876108450618,0.0,,1804.0,,,,,309.0,,success,4,,,,141.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2375,,32.0,,,,,,1.869202270109216,1611.0,,0.0,,,,,0.0,,gamble,2,,,,142.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2376,,2.0,,,,,,7.200978605287853,0.0,,1373.0,,,,,415.0,,success,2,,,,143.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2377,,34.0,,,,,,6.15049054014644,1568.0,,0.0,,,,,0.0,,gamble,4,,,,144.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2378,,4.0,,,,,,0.0,0.0,,0.0,,,,,408.0,,success,4,,,,145.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2379,,6.0,,,,,,2.0062867665688064,1417.0,,0.0,,,,,0.0,,gamble,6,,,,146.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2380,,1.0,,,,,,2.0406552540137612,0.0,,2374.0,,,,,349.0,,success,1,,,,147.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2381,,1.0,,,,,,7.233613051527097,0.0,,1376.0,,,,,426.0,,success,1,,,,148.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2382,,1.0,,,,,,4.069843702290201,0.0,,1468.0,,,,,376.0,,success,1,,,,149.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2383,,5.0,,,,,,6.196421675698234,0.0,,1247.0,,,,,387.0,,success,5,,,,150.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2384,,21.0,,,,,,6.281722538414401,0.0,,1239.0,,,,,304.0,,success,1,,,,151.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2385,,26.0,,,,,,1.8925566343655054,0.0,,1813.0,,,,,472.0,,success,6,,,,152.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2386,,36.0,,,,,2392833.0,3.9270013064336746,1591.0,,0.0,,,,,0.0,,gamble,6,,,,153.0,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2387,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2388,2.0,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2389,,,,,,4,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2390,,,,,3,,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2391,,,,,,,,,,,,,,,7,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2392,,,,4,,,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2393,,,,,,,,,,1,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2394,,,,,,,,,,,,,6,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2395,2.0,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2396,,,,,,4,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2397,,,,,3,,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2398,,,,,,,,,,,,,,,7,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2399,,,,4,,,,,,,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2400,,,,,,,,,,1,,,,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2401,,,,,,,,,,,,,6,,,,,,,,,,,A2CF2BD4Q0ZDJN:3TAYZSBPLL8Y0R2JL98ENBS78JFS2A,
2402,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2403,,,NextPage,,,,,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,1418.0
2404,,,NextPage,,,,,,,,,1.0,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,1993.0
2405,,,NextPage,,,,,,,,,2.0,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,2060.0
2406,,,FinishInstructions,,,,,,,,,3.0,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,5313.0
2407,,33.0,,,,,,1.9091193484089097,5.0,,0.0,,,,,0.0,,gamble,3,,,,1.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2408,,26.0,,,,,,2.012763715092671,0.0,,65.0,,,,,0.0,,earlyFail,6,,,,2.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2409,,32.0,,,,,,6.212818671458108,2736.0,,0.0,,,,,0.0,,gamble,2,,,,3.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2410,,2.0,,,,,,1.9298144982472616,2508.0,,0.0,,,,,0.0,,gamble,2,,,,4.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2411,,75.0,,,,,,4.03156497171111,11007.0,,0.0,,,,,0.0,,gamble,5,,,,5.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2412,,35.0,,,,,,6.23407127118568,849.0,,0.0,,,,,0.0,,gamble,5,,,,6.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2413,,33.0,,,,,,1.9888639293293724,0.0,,1993.0,,,,,0.0,,fail,3,,,,7.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2414,,3.0,,,,,,6.2503802758201426,0.0,,898.0,,,,,446.0,,success,3,,,,8.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2415,,26.0,,,,,,2.1576620734608016,968.0,,0.0,,,,,0.0,,gamble,6,,,,9.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2416,,21.0,,,,,,3.9999529599700625,0.0,,1003.0,,,,,474.0,,success,1,,,,10.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2417,,36.0,,,,,,6.170260425478032,0.0,,2178.0,,,,,392.0,,success,6,,,,11.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2418,,32.0,,,,,,6.270715851699902,0.0,,2495.0,,,,,345.0,,success,2,,,,12.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2419,,23.0,,,,,,6.240757590738674,0.0,,652.0,,,,,359.0,,success,3,,,,13.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2420,,25.0,,,,,,1.928860741391953,0.0,,2355.0,,,,,743.0,,success,5,,,,14.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2421,,5.0,,,,,,6.333683636774135,1922.0,,0.0,,,,,0.0,,gamble,5,,,,15.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2422,,5.0,,,,,,2.0649781007785903,1978.0,,0.0,,,,,0.0,,gamble,5,,,,16.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2423,,31.0,,,,,,1.9480523210279415,0.0,,1686.0,,,,,444.0,,success,1,,,,17.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2424,,1.0,,,,,,0.0,0.0,,1686.0,,,,,508.0,,success,1,,,,18.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
2425,,6.0,,,,,,0.0,0.0,,1686.0,,,,,0.0,,fail,6,,,,19.0,A3SD02HCW68EUL:384PI804XS1R4HZ56M404NZSBLVS0Q,
