Trialid,expTime,gambleDelay,gambleRT,outcomeRT,response,standardGamble,trialNumber,uniqueid
21,,5600,0,0,fail,1,67,208
22,,5600,0,0,fail,2,68,208
5,,5600,0,512,success,5,69,208
23,,5600,0,0,fail,3,70,208
6,,5600,0,0,fail,6,71,208
31,,4733.461817,0,0,fail,1,72,208
6,,5600,0,0,fail,6,73,208
35,,1039.334131,903,0,gamble,5,74,208
26,,4999.017086,0,591,success,6,75,208
23,,2963.13143,0,0,fail,3,76,208
5,,3007.318361,0,0,earlyFail,5,77,208
21,,2932.72546,0,0,fail,1,78,208
34,,5600,517,0,gamble,4,79,208
32,,2982.105723,827,0,gamble,2,80,208
24,,5600,0,248,success,4,81,208
36,,3024.869476,820,0,gamble,6,82,208
33,,5185.124751,835,0,gamble,3,83,208
2,,0,0,457,success,2,84,208
2,,5600,639,0,gamble,2,85,208
6,,1220.683695,562,0,gamble,6,86,208
