,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,understand,uniqueid,viewTime
175,,25,,,,,,3986.193992,0,,641,,,0,,392,,success,5,,,,114,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
176,,3,,,,,,2033.155241,0,,606,,,0,,356,,success,3,,,,115,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
177,,5,,,,,,3838.208783,686,,0,,,0,,0,,gamble,5,,,,116,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
178,,5,,,,,,0,0,,0,,,0,,434,,success,5,,,,117,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
179,,23,,,,,,3999.795527,0,,914,,,0,,400,,success,3,,,,118,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
180,,31,,,,,,5856.045032,0,,538,,,0,,411,,success,1,,,,119,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
181,,22,,,,,,4171.305796,0,,585,,,0,,386,,success,2,,,,120,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
182,,6,,,,,,2126.469788,829,,0,,,0,,0,,gamble,6,,,,121,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
183,,35,,,,,,3988.771086,584,,0,,,0,,0,,gamble,5,,,,122,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
184,,1,,,,,,1866.446111,0,,647,,,0,,400,,success,1,,,,123,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
185,,21,,,,,,2035.836951,0,,704,,,0,,414,,success,1,,,,124,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
186,,5,,,,,,0,0,,0,,,0,,442,,success,5,,,,125,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
187,,1,,,,,,2053.954543,0,,525,,,0,,423,,success,1,,,,126,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
188,,22,,,,,,1990.716504,0,,780,,,0,,401,,success,2,,,,127,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
189,,75,,,,,,4001.974666,641,,0,,,0,,0,,gamble,5,,,,128,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
190,,1,,,,,,4017.47012,0,,579,,,0,,431,,success,1,,,,129,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
191,,32,,,,,,2007.833939,0,,645,,,0,,378,,success,2,,,,130,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
192,,22,,,,,,1944.707166,0,,532,,,0,,430,,success,2,,,,131,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
193,,1,,,,,1905439,6020.711502,0,,500,,,0,,410,,success,1,,,,132,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
194,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
195,2,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
196,,,,,,10,,,,,,,,,,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
197,,,,,0,,,,,,,,,,,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
198,,,,,,,,,,,,,,,8,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
199,,,,4,,,,,,,,,,,,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
200,,,,,,,,,,1,,,,,,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
201,,,,,,,,,,,,,10,,,,,,,,,,,,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
202,,,,,,,,,,,,,,,,,,,,,,,,10,A1YBZWXXW358IF:382M9COHEHF6AK633YYF4DJKWOYUEI,
