,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,understand,uniqueid,viewTime
2675,,36.0,,,,,,3821.0916933011863,519.0,,0.0,,,0.0,,0.0,,gamble,6,,,,64.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2676,,33.0,,,,,,4020.7128225731335,577.0,,0.0,,,0.0,,0.0,,gamble,3,,,,65.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2677,,32.0,,,,,,3970.4548908888496,0.0,,0.0,,,0.0,,0.0,,earlyFail,2,,,,66.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2678,,36.0,,,,,,5926.514042691434,680.0,,0.0,,,0.0,,0.0,,gamble,6,,,,67.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2679,,32.0,,,,,,6039.165291032412,694.0,,0.0,,,0.0,,0.0,,gamble,2,,,,68.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2680,,33.0,,,,,,1926.6506481312756,892.0,,0.0,,,0.0,,0.0,,gamble,3,,,,69.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2681,,26.0,,,,,,5978.763379895082,699.0,,0.0,,,0.0,,0.0,,gamble,6,,,,70.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2682,,1.0,,,,,,0.0,0.0,,0.0,,,0.0,,268.0,,success,1,,,,71.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2683,,26.0,,,,,,1996.210256712452,659.0,,0.0,,,0.0,,0.0,,gamble,6,,,,72.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2684,,24.0,,,,,,1949.1041851586192,1222.0,,0.0,,,0.0,,0.0,,gamble,4,,,,73.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2685,,26.0,,,,,,3916.8361564190845,696.0,,0.0,,,0.0,,0.0,,gamble,6,,,,74.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2686,,24.0,,,,,,3899.6396119566434,690.0,,0.0,,,0.0,,0.0,,gamble,4,,,,75.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2687,,2.0,,,,,,2046.2161967769239,536.0,,0.0,,,0.0,,0.0,,gamble,2,,,,76.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2688,,6.0,,,,,,2061.8732552393285,1040.0,,0.0,,,0.0,,0.0,,gamble,6,,,,77.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2689,,4.0,,,,,,1848.8959528494381,847.0,,0.0,,,0.0,,0.0,,gamble,4,,,,78.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2690,,2.0,,,,,,0.0,0.0,,0.0,,,0.0,,284.0,,success,2,,,,79.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2691,,2.0,,,,,,2132.632186618249,560.0,,0.0,,,0.0,,0.0,,gamble,2,,,,80.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2692,,34.0,,,,,,1965.645976533324,649.0,,0.0,,,0.0,,0.0,,gamble,4,,,,81.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2693,,1.0,,,,,,1872.4836180896548,813.0,,0.0,,,0.0,,0.0,,gamble,1,,,,82.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2694,,23.0,,,,,,4128.381681395547,613.0,,0.0,,,0.0,,0.0,,gamble,3,,,,83.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2695,,32.0,,,,,,5925.814332395187,777.0,,0.0,,,0.0,,0.0,,gamble,2,,,,84.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2696,,34.0,,,,,,4112.51528664998,0.0,,0.0,,,0.0,,0.0,,earlyFail,4,,,,85.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2697,,5.0,,,,,,2145.8981524724,676.0,,0.0,,,0.0,,0.0,,gamble,5,,,,86.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2698,,5.0,,,,,,3987.2739801638804,466.0,,0.0,,,0.0,,0.0,,gamble,5,,,,87.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2699,,34.0,,,,,,6004.404158928381,673.0,,0.0,,,0.0,,0.0,,gamble,4,,,,88.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2700,,5.0,,,,,,5951.54472641687,543.0,,0.0,,,0.0,,0.0,,gamble,5,,,,89.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2701,,25.0,,,,,,4039.180135861118,573.0,,0.0,,,0.0,,0.0,,gamble,5,,,,90.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2702,,26.0,,,,,,5902.19550092683,712.0,,0.0,,,0.0,,0.0,,gamble,6,,,,91.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2703,,5.0,,,,,,0.0,0.0,,0.0,,,0.0,,341.0,,success,5,,,,92.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2704,,86.0,,,,,,1813.4937622205098,0.0,,599.0,,,0.0,,284.0,,success,6,,,,93.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2705,,26.0,,,,,,3969.7954193985715,900.0,,0.0,,,0.0,,0.0,,gamble,6,,,,94.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2706,,35.0,,,,,,5874.210084335612,643.0,,0.0,,,0.0,,0.0,,gamble,5,,,,95.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2707,,5.0,,,,,,2089.767192706357,668.0,,0.0,,,0.0,,0.0,,gamble,5,,,,96.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2708,,25.0,,,,,,5974.5834389009815,477.0,,0.0,,,0.0,,0.0,,gamble,5,,,,97.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2709,,21.0,,,,,,2131.0979769066666,1086.0,,0.0,,,0.0,,0.0,,gamble,1,,,,98.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2710,,36.0,,,,,,6057.737073943157,733.0,,0.0,,,0.0,,0.0,,gamble,6,,,,99.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2711,,1.0,,,,,,2024.874068500027,668.0,,0.0,,,0.0,,0.0,,gamble,1,,,,100.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2712,,35.0,,,,,,6055.12481469503,702.0,,0.0,,,0.0,,0.0,,gamble,5,,,,101.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2713,,23.0,,,,,,2031.015474354255,840.0,,0.0,,,0.0,,0.0,,gamble,3,,,,102.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2714,,35.0,,,,,,2164.818399622548,0.0,,0.0,,,0.0,,0.0,,earlyFail,5,,,,103.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2715,,3.0,,,,,,0.0,0.0,,0.0,,,0.0,,332.0,,success,3,,,,104.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2716,,4.0,,,,,,1928.968703253379,636.0,,0.0,,,0.0,,0.0,,gamble,4,,,,105.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2717,,25.0,,,,,,4016.907488358003,484.0,,0.0,,,0.0,,0.0,,gamble,5,,,,106.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2718,,24.0,,,,,,4010.8994053669085,651.0,,0.0,,,0.0,,0.0,,gamble,4,,,,107.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2719,,3.0,,,,,,3935.7667639451342,613.0,,0.0,,,0.0,,0.0,,gamble,3,,,,108.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2720,,33.0,,,,,,6108.147978043886,841.0,,0.0,,,0.0,,0.0,,gamble,3,,,,109.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2721,,34.0,,,,,,6035.760469097539,707.0,,0.0,,,0.0,,0.0,,gamble,4,,,,110.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2722,,5.0,,,,,,6078.40229620349,567.0,,0.0,,,0.0,,0.0,,gamble,5,,,,111.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2723,,1.0,,,,,,5921.758596086738,610.0,,0.0,,,0.0,,0.0,,gamble,1,,,,112.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2724,,3.0,,,,,,3992.2044104117736,527.0,,0.0,,,0.0,,0.0,,gamble,3,,,,113.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2725,,3.0,,,,,,5981.075966975293,592.0,,0.0,,,0.0,,0.0,,gamble,3,,,,114.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2726,,32.0,,,,,,1859.6838906110968,578.0,,0.0,,,0.0,,0.0,,gamble,2,,,,115.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2727,,1.0,,,,,,5934.403336604272,0.0,,0.0,,,0.0,,0.0,,earlyFail,1,,,,116.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2728,,25.0,,,,,,1890.3827500764392,749.0,,0.0,,,0.0,,0.0,,gamble,5,,,,117.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2729,,6.0,,,,,,0.0,0.0,,0.0,,,0.0,,317.0,,success,6,,,,118.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2730,,23.0,,,,,,4135.3409974283995,646.0,,0.0,,,0.0,,0.0,,gamble,3,,,,119.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2731,,22.0,,,,,,6038.079888659841,815.0,,0.0,,,0.0,,0.0,,gamble,2,,,,120.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2732,,31.0,,,,,,2048.2599365499145,628.0,,0.0,,,0.0,,0.0,,gamble,1,,,,121.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2733,,22.0,,,,,,3891.5011818987086,939.0,,0.0,,,0.0,,0.0,,gamble,2,,,,122.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2734,,22.0,,,,,,1919.8691882381954,663.0,,0.0,,,0.0,,0.0,,gamble,2,,,,123.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2735,,31.0,,,,,,3957.219376413879,543.0,,0.0,,,0.0,,0.0,,gamble,1,,,,124.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2736,,23.0,,,,,,5894.431596979567,741.0,,0.0,,,0.0,,0.0,,gamble,3,,,,125.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2737,,21.0,,,,,,3909.2255154707564,639.0,,0.0,,,0.0,,0.0,,gamble,1,,,,126.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2738,,32.0,,,,,,1972.9037696696864,632.0,,0.0,,,0.0,,0.0,,gamble,2,,,,127.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2739,,1.0,,,,,,0.0,0.0,,0.0,,,0.0,,283.0,,success,1,,,,128.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2740,,75.0,,,,,,3908.0858446148877,562.0,,0.0,,,0.0,,0.0,,gamble,5,,,,129.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2741,,6.0,,,,,,4034.814257689259,545.0,,0.0,,,0.0,,0.0,,gamble,6,,,,130.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2742,,23.0,,,,,,2021.3105118758535,912.0,,0.0,,,0.0,,0.0,,gamble,3,,,,131.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2743,,2.0,,,,,2058591.0,4016.9002291828997,882.0,,0.0,,,0.0,,0.0,,gamble,2,,,,132.0,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2744,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2745,4.0,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2746,,,,,,3,,,,,,,,,,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2747,,,,,1,,,,,,,,,,,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2748,,,,,,,,,,,,,,,3,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2749,,,,4,,,,,,,,,,,,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2750,,,,,,,,,,1,,,,,,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2751,,,,,,,,,,,,,10,,,,,,,,,,,,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2752,,,,,,,,,,,,,,,,,,,,,,,,10,A3JVLFHF518XR9:3E7TUJ2EGCM3YM409SS42ZELJTM9DG,
2753,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2754,,,NextPage,,,,,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,1862.0
2755,,,NextPage,,,,,,,,,1.0,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,2588169.0
2756,,,NextPage,,,,,,,,,2.0,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,2117.0
2757,,,FinishInstructions,,,,,,,,,3.0,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,22693.0
2758,,5.0,,,,,,6020.9392954706,0.0,,0.0,,,0.0,,0.0,,earlyFail,5,,,,1.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2759,,1.0,,,,,,2026.3425942129807,0.0,,0.0,,,0.0,,0.0,,fail,1,,,,2.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2760,,86.0,,,,,,1995.5104597117263,0.0,,0.0,,,0.0,,0.0,,fail,6,,,,3.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2761,,3.0,,,,,,0.0,0.0,,0.0,,,0.0,,440.0,,success,3,,,,4.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2762,,2.0,,,,,,0.0,0.0,,0.0,,,0.0,,622.0,,success,2,,,,5.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2763,,32.0,,,,,,6054.537881223814,0.0,,0.0,,,0.0,,0.0,,fail,2,,,,6.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2764,,22.0,,,,,,3935.767785154938,0.0,,0.0,,,0.0,,0.0,,fail,2,,,,7.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2765,,32.0,,,,,,4061.795914187014,1498.0,,0.0,,,0.0,,0.0,,gamble,2,,,,8.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2766,,33.0,,,,,,5962.06081080573,0.0,,0.0,,,0.0,,0.0,,fail,3,,,,9.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2767,,34.0,,,,,,5817.327849812997,783.0,,0.0,,,0.0,,0.0,,gamble,4,,,,10.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2768,,5.0,,,,,,4027.0908999266244,859.0,,0.0,,,0.0,,0.0,,gamble,5,,,,11.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2769,,24.0,,,,,,5942.978533277403,753.0,,0.0,,,0.0,,0.0,,gamble,4,,,,12.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2770,,35.0,,,,,,1901.2386173612717,1385.0,,0.0,,,0.0,,0.0,,gamble,5,,,,13.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2771,,33.0,,,,,,2004.102443608137,660.0,,0.0,,,0.0,,0.0,,gamble,3,,,,14.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2772,,1.0,,,,,,0.0,0.0,,0.0,,,0.0,,390.0,,success,1,,,,15.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2773,,4.0,,,,,,0.0,0.0,,0.0,,,0.0,,495.0,,success,4,,,,16.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2774,,2.0,,,,,,1962.0521621692071,916.0,,0.0,,,0.0,,0.0,,gamble,2,,,,17.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2775,,6.0,,,,,,5960.4656302905505,1150.0,,0.0,,,0.0,,0.0,,gamble,6,,,,18.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2776,,2.0,,,,,,5927.679454661375,567.0,,0.0,,,0.0,,0.0,,gamble,2,,,,19.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2777,,6.0,,,,,,2001.2352345095885,0.0,,0.0,,,0.0,,0.0,,fail,6,,,,20.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2778,,2.0,,,,,,1879.7578132188237,567.0,,0.0,,,0.0,,0.0,,gamble,2,,,,21.0,,AWTGJ45ZWUCHH:3A1PQ49WVHH2LX67RBW1EEB0D9MH1J,
2779,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2780,,,NextPage,,,,,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,11497.0
2781,,,NextPage,,,,,,,,,1.0,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,37457.0
2782,,,NextPage,,,,,,,,,2.0,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,76261.0
2783,,,FinishInstructions,,,,,,,,,3.0,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,127794.0
2784,,26.0,,,,,,6090.589143736409,926.0,,0.0,,,0.0,,0.0,,gamble,6,,,,1.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2785,,6.0,,,,,,6095.895020234419,0.0,,829.0,,,0.0,,285.0,,success,6,,,,2.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2786,,1.0,,,,,,0.0,0.0,,0.0,,,0.0,,734.0,,success,1,,,,3.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2787,,86.0,,,,,,1926.7133665181755,0.0,,1350.0,,,0.0,,448.0,,success,6,,,,4.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2788,,5.0,,,,,,5949.549506942677,0.0,,829.0,,,0.0,,460.0,,success,5,,,,5.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2789,,6.0,,,,,,1996.0195453015567,0.0,,627.0,,,0.0,,432.0,,success,6,,,,6.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2790,,33.0,,,,,,1991.107490968338,915.0,,0.0,,,0.0,,0.0,,gamble,3,,,,7.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2791,,23.0,,,,,,4020.1197533220975,0.0,,694.0,,,0.0,,484.0,,success,3,,,,8.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2792,,86.0,,,,,,3961.1721220170875,0.0,,872.0,,,0.0,,444.0,,success,6,,,,9.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2793,,3.0,,,,,,2021.4429663553256,0.0,,842.0,,,0.0,,460.0,,success,3,,,,10.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2794,,34.0,,,,,,5966.427257893513,0.0,,629.0,,,0.0,,512.0,,success,4,,,,11.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2795,,33.0,,,,,,2010.0460314241175,0.0,,970.0,,,0.0,,436.0,,success,3,,,,12.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2796,,21.0,,,,,,3928.720366591835,1133.0,,0.0,,,0.0,,0.0,,gamble,1,,,,13.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2797,,4.0,,,,,,4162.012080517591,0.0,,737.0,,,0.0,,429.0,,success,4,,,,14.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2798,,31.0,,,,,,1871.8869667782942,643.0,,0.0,,,0.0,,0.0,,gamble,1,,,,15.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2799,,2.0,,,,,,0.0,0.0,,0.0,,,0.0,,765.0,,success,2,,,,16.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2800,,36.0,,,,,,2098.3060757846283,0.0,,989.0,,,0.0,,467.0,,success,6,,,,17.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2801,,34.0,,,,,,2131.740580642266,0.0,,587.0,,,0.0,,421.0,,success,4,,,,18.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2802,,24.0,,,,,,1991.0641465944202,0.0,,740.0,,,0.0,,434.0,,success,4,,,,19.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2803,,3.0,,,,,,1941.2890712972194,0.0,,734.0,,,0.0,,434.0,,success,3,,,,20.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2804,,31.0,,,,,,4036.949699471935,744.0,,0.0,,,0.0,,0.0,,gamble,1,,,,21.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2805,,31.0,,,,,,2023.8254794058332,795.0,,0.0,,,0.0,,0.0,,gamble,1,,,,22.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2806,,31.0,,,,,,6029.309210566007,719.0,,0.0,,,0.0,,0.0,,gamble,1,,,,23.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2807,,35.0,,,,,,5965.984466337148,0.0,,838.0,,,0.0,,450.0,,success,5,,,,24.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2808,,6.0,,,,,,0.0,0.0,,0.0,,,0.0,,449.0,,success,6,,,,25.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2809,,31.0,,,,,,5979.874629870413,0.0,,0.0,,,0.0,,0.0,,earlyFail,1,,,,26.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2810,,5.0,,,,,,6114.263530215352,0.0,,823.0,,,0.0,,430.0,,success,5,,,,27.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2811,,25.0,,,,,,2146.578039662764,0.0,,801.0,,,0.0,,452.0,,success,5,,,,28.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2812,,23.0,,,,,,6014.13754370479,0.0,,710.0,,,0.0,,458.0,,success,3,,,,29.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
2813,,23.0,,,,,,1877.4493922138386,0.0,,632.0,,,0.0,,444.0,,success,3,,,,30.0,,A1VVR9MA1P9HWJ:3TEM0PF1Q5XL2SGN9W9B9ODSGPTD09,
